Diagnosis Description,Reference Code,Retrieve-Rank,Vanilla GPT-3.5-turbo,Retrieve-Rank Match,Vanilla GPT-3.5 turbo match
"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, right eye",E113491,E113491,,Yes,
"Posterior subluxation of left sternoclavicular joint, sequela",S43222S,S43222S,,Yes,
"Nondisplaced bicondylar fracture of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82145R,S82145N,,No,
"Unspecified injury of muscle, fascia and tendon of other parts of biceps, left arm, sequela",S46202S,S46202S,,Yes,
"Open bite of right thumb without damage to nail, subsequent encounter",S61051D,S61051D,,Yes,
Rheumatic disorders of both aortic and tricuspid valves,I082,I082,,Yes,
"Displaced intertrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion",S72143Q,S72143Q,,Yes,
"Other specified bursopathies, right ankle and foot",M71871,M71871,,Yes,
"Streptococcal sepsis, unspecified",A409,A409,,Yes,
"Terrorism involving other explosions and fragments, civilian injured, sequela",Y382X2S,Y382X2S,,Yes,
"Gestational edema with proteinuria, first trimester",O1221,O1221,,Yes,
"Other hang-glider accident injuring occupant, initial encounter",V9619XA,V9619XA,,Yes,
Acquired absence of unspecified knee,Z89529,Z89529,,Yes,
"Greenstick fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",S42319P,S42319P,,Yes,
"Bronchiectasis, uncomplicated",J479,J479,,Yes,
"Abrasion of unspecified ear, sequela",S00419S,S00419S,,Yes,
"Unspecified injury of celiac artery, initial encounter",S35219A,S35219A,,Yes,
"Contact with hot tap water, undetermined intent, sequela",Y271XXS,Y271XXS,,Yes,
"Toxic effect of coral snake venom, accidental (unintentional), initial encounter",T63021A,T63021A,,Yes,
"Underdosing of antiallergic and antiemetic drugs, sequela",T450X6S,T450X6S,,Yes,
"Hemorrhage due to cardiac prosthetic devices, implants and grafts, sequela",T82837S,T82837S,,Yes,
"Injury of facial nerve, left side, initial encounter",S0452XA,S0452XA,,Yes,
"Nonexudative age-related macular degeneration, bilateral, early dry stage",H353131,H353131,,Yes,
"Other disorders of bone development and growth, other site",M8928,M8928,,Yes,
"Peripheral pterygium, stationary, unspecified eye",H11049,H11049,,Yes,
Occlusion and stenosis of right vertebral artery,I6501,I6501,,Yes,
Satisfactory anal smear but lacking transformation zone,R85616,R85616,,Yes,
Secondary carcinoid tumors of peritoneum,C7B04,C7B04,,Yes,
Personal history of in-situ neoplasm of breast,Z86000,Z86000,,Yes,
"Burn of first degree of multiple left fingers (nail), including thumb, sequela",T23142S,T23142S,,Yes,
Failure of sterile precautions during injection or immunization,Y623,Y623,,Yes,
"Poisoning by local astringents and local detergents, intentional self-harm, initial encounter",T492X2A,T492X2A,,Yes,
"Unspecified fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S82402N,S82402N,,Yes,
"Corrosion of third degree of multiple sites of unspecified shoulder and upper limb, except wrist and hand, sequela",T22799S,T22799S,,Yes,
"War operations involving unintentional restriction of air and airway, military personnel, initial encounter",Y36470A,Y36470A,,Yes,
"Laceration of other blood vessels at hip and thigh level, right leg, sequela",S75811S,S75811S,,Yes,
"Unspecified dislocation of left index finger, subsequent encounter",S63251D,S63251D,,Yes,
"Displaced transverse fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion",S82423P,S82423P,,Yes,
"Nondisplaced longitudinal fracture of right patella, subsequent encounter for open fracture type I or II with malunion",S82024Q,S82024Q,,Yes,
"Hurricane, initial encounter",X370XXA,X370XXA,,Yes,
"Deprivation of water, initial encounter",T731XXA,T731XXA,,Yes,
"Cutaneous abscess of head [any part, except face]",L02811,L02811,,Yes,
"Continuing pregnancy after spontaneous abortion of one fetus or more, third trimester, not applicable or unspecified",O3113X0,O3113X0,,Yes,
"Blister (nonthermal), right lesser toe(s), sequela",S90424S,S90424S,,Yes,
"Laceration of unspecified muscles, fascia and tendons at thigh level, unspecified thigh, subsequent encounter",S76929D,S76929D,,Yes,
"Injury of right uterine artery, subsequent encounter",S35531D,S35531D,,Yes,
"Unspecified Zone III fracture of sacrum, subsequent encounter for fracture with routine healing",S32139D,S32139D,,Yes,
"Contusion of rectum, subsequent encounter",S3662XD,S3662XD,,Yes,
Other retained radioactive fragments,Z1809,Z1809,,Yes,
"Displaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with routine healing",S72452E,S72452M,,No,
"Contact with sharp glass, undetermined intent, subsequent encounter",Y280XXD,Y280XXD,,Yes,
"Other motorcycle driver injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela",V2249XS,V2249XS,,Yes,
"Chronic sinusitis, unspecified",J329,J329,,Yes,
"Military operations involving explosion of unspecified marine weapon, civilian, subsequent encounter",Y37001D,Y37001D,,Yes,
"Laceration of unspecified muscle(s) and tendon(s) at lower leg level, right leg, sequela",S86921S,S86921S,,Yes,
"Other fracture of first metacarpal bone, unspecified hand, initial encounter for open fracture",S62299B,S62299B,,Yes,
"Idiopathic gout, left hand",M10042,M10042,,Yes,
"Other ossification of muscle, right lower leg",M61561,M61561,,Yes,
"Recurrent dislocation, left foot",M24475,M24475,,Yes,
"Displaced transverse fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S72321J,S72321J,,Yes,
"Nondisplaced fracture of lateral condyle of right femur, subsequent encounter for open fracture type I or II with malunion",S72424Q,S72424Q,,Yes,
"Nondisplaced comminuted fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S72355F,S72355N,,No,
"Other generalized epilepsy and epileptic syndromes, intractable, without status epilepticus",G40419,G40419,,Yes,
Other rheumatoid arthritis with rheumatoid factor of right ankle and foot,M05871,M05871,,Yes,
"Abscess of tendon sheath, unspecified forearm",M65039,M65039,,Yes,
Cheek and lip biting,K131,K131,,Yes,
"Struck by other fish, initial encounter",W5652XA,W5652XA,,Yes,
"Gestational proteinuria, first trimester",O1211,O1211,,Yes,
"Pressure ulcer of left heel, stage 2",L89622,L89622,,Yes,
"Displaced fracture of epiphysis (separation) (upper) of left femur, subsequent encounter for open fracture type I or II with delayed healing",S72022H,S72022H,,Yes,
"Unspecified fracture of third metacarpal bone, left hand, subsequent encounter for fracture with malunion",S62303P,S62303P,,Yes,
"Age-related osteoporosis with current pathological fracture, right forearm, sequela",M80031S,M80031S,,Yes,
"Unspecified injury of blood vessel of left thumb, sequela",S65402S,S65402S,,Yes,
Sequelae of other inflammatory polyneuropathy,G651,G651,,Yes,
"Breakdown (mechanical) of internal fixation device of bones of foot and toes, sequela",T84213S,T84213S,,Yes,
"Pediatric feeding disorder, acute",R6331,R6331,,Yes,
Arnold-Chiari syndrome without spina bifida or hydrocephalus,Q0700,Q0700,,Yes,
"Unspecified disorder of synovium and tendon, unspecified thigh",M67959,M67959,,Yes,
"Displaced fracture of shaft of fourth metacarpal bone, right hand, initial encounter for open fracture",S62324B,S62324B,,Yes,
"Down syndrome, unspecified",Q909,Q909,,Yes,
Flaccid hemiplegia affecting right nondominant side,G8103,G8103,,Yes,
Exceptionally large newborn baby,P080,P080,,Yes,
"Melanocytic nevi, unspecified",D229,D229,,Yes,
Inhalant dependence with inhalant-induced mood disorder,F1824,F1824,,Yes,
"Driver of heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident, initial encounter",V650XXA,V650XXA,,Yes,
"Leakage of umbrella device, subsequent encounter",T82535D,T82535D,,Yes,
Other filariases,B748,B748,,Yes,
"Other subluxation of right radial head, sequela",S53091S,S53091S,,Yes,
Arthritis of left temporomandibular joint,M26642,M26642,,Yes,
"Salter-Harris Type II physeal fracture of upper end of humerus, right arm, initial encounter for closed fracture",S49021A,S49021A,,Yes,
"Displaced comminuted fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S52353F,S52353N,,No,
"Nondisplaced comminuted fracture of shaft of right femur, subsequent encounter for closed fracture with malunion",S72354P,S72354P,,Yes,
"Unspecified injury of extensor or abductor muscles, fascia and tendons of left thumb at forearm level, initial encounter",S56302A,S56302A,,Yes,
"Injury of other cranial nerves, left side, sequela",S04892S,S04892S,,Yes,
"Displaced fracture of neck of third metacarpal bone, left hand, initial encounter for closed fracture",S62333A,S62333A,,Yes,
Endometriosis of the obturator nerve,N80D3,N80D3,,Yes,
"Burn of first degree of chin, initial encounter",T2013XA,T2013XA,,Yes,
"Corrosion of third degree of left wrist, sequela",T23772S,T23772S,,Yes,
"Unspecified fracture of right wrist and hand, initial encounter for open fracture",S6291XB,S6291XB,,Yes,
"Interstitial myositis, unspecified lower leg",M60169,M60169,,Yes,
"Unspecified juvenile rheumatoid arthritis, left hand",M08042,M08042,,Yes,
"Poisoning by anterior pituitary [adenohypophyseal] hormones, undetermined, initial encounter",T38814A,T38814A,,Yes,
"Capsular glaucoma with pseudoexfoliation of lens, left eye, stage unspecified",H401420,H401420,,Yes,
"Egg (Oocyte) donor, unspecified",Z52819,Z52819,,Yes,
"Minor laceration of right external jugular vein, subsequent encounter",S15211D,S15211D,,Yes,
"Dislocation of tarsal joint of right foot, subsequent encounter",S93314D,S93314D,,Yes,
"Laceration of other blood vessels at lower leg level, unspecified leg, initial encounter",S85819A,S85819A,,Yes,
"Injury of optic nerve, unspecified eye, initial encounter",S04019A,S04019A,,Yes,
Acute and fulminating melioidosis,A241,A241,,Yes,
"Unspecified fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82401R,S82401R,,Yes,
Pilonidal cyst without abscess,L0591,L0591,,Yes,
"Other secondary osteonecrosis, left foot",M87375,M87375,,Yes,
"Fracture of unspecified part of neck of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",S72009E,S72009E,,Yes,
"Wedge compression fracture of fourth thoracic vertebra, subsequent encounter for fracture with nonunion",S22040K,S22040K,,Yes,
"Other reactive arthropathies, left elbow",M02822,M02822,,Yes,
"Adverse effect of other drugs acting on muscles, subsequent encounter",T48295D,T48295D,,Yes,
"Explosion and rupture of other gas cylinder, initial encounter",W368XXA,W368XXA,,Yes,
"Nondisplaced oblique fracture of shaft of left radius, subsequent encounter for closed fracture with delayed healing",S52335G,S52335G,,Yes,
"Nondisplaced transverse fracture of right patella, subsequent encounter for open fracture type I or II with nonunion",S82034M,S82034M,,Yes,
"Newborn light for gestational age, 750-999 grams",P0503,P0503,,Yes,
Tourette's disorder,F952,F952,,Yes,
Nosocomial condition,Y95,Y95,,Yes,
"Superficial foreign body of unspecified shoulder, subsequent encounter",S40259D,S40259D,,Yes,
"Unspecified injury of fallopian tube, unilateral, initial encounter",S37501A,S37501A,,Yes,
"Laceration of unspecified kidney, unspecified degree, subsequent encounter",S37039D,S37039D,,Yes,
"Unequal limb length (acquired), left femur",M21752,M21752,,Yes,
Penicillosis,B484,B484,,Yes,
Other complications of bone marrow transplant,T8609,T8609,,Yes,
Nausea,R110,R110,,Yes,
"Patellofemoral disorders, right knee",M222X1,M222X1,,Yes,
"Displaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with delayed healing",S42322G,S42322G,,Yes,
Phlebitis of portal vein,K751,K751,,Yes,
"Age-related osteoporosis with current pathological fracture, right pelvis, subsequent encounter for fracture with malunion",M800B1P,M800B1P,,Yes,
"Burn of unspecified degree of nose (septum), initial encounter",T2004XA,T2004XA,,Yes,
"Corrosion of unspecified degree of lip(s), subsequent encounter",T2042XD,T2042XD,,Yes,
"Pathological fracture in neoplastic disease, unspecified shoulder, initial encounter for fracture",M84519A,M84519A,,Yes,
"Injury of median nerve at upper arm level, left arm, initial encounter",S4412XA,S4412XA,,Yes,
"Unspecified injury of axillary artery, right side, subsequent encounter",S45001D,S45001D,,Yes,
"Superficial foreign body of right wrist, sequela",S60851S,S60851S,,Yes,
"Person boarding or alighting an electric (assisted) bicycle injured in noncollision transport accident, sequela",V2831XS,V2831XS,,Yes,
"Military operations involving explosion due to accidental detonation and discharge of own munitions or munitions launch device, military personnel, sequela",Y37240S,Y37240S,,Yes,
"Smith's fracture of right radius, subsequent encounter for closed fracture with routine healing",S52541D,S52541D,,Yes,
"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with malunion",S72464Q,S72464M,,No,
Abscess of breast associated with lactation,O9113,O9113,,Yes,
"Unspecified open wound of unspecified lesser toe(s) without damage to nail, initial encounter",S91106A,S91106A,,Yes,
"Displaced fracture of shaft of first metacarpal bone, unspecified hand, subsequent encounter for fracture with delayed healing",S62243G,S62243G,,Yes,
"Nondisplaced comminuted fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with delayed healing",S42356G,S42356G,,Yes,
"Ocular pain, bilateral",H5713,H5713,,Yes,
"Other injury of extensor muscle, fascia and tendon of unspecified finger at wrist and hand level, sequela",S66399S,S66399S,,Yes,
"Partial traumatic amputation of left breast, initial encounter",S28222A,S28222A,,Yes,
"Unspecified injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, left foot, sequela",S96002S,S96002S,,Yes,
"Gout due to renal impairment, left hand",M10342,M10342,,Yes,
"Burn of third degree of trunk, unspecified site, sequela",T2130XS,T2130XS,,Yes,
"Unspecified subluxation of unspecified finger, initial encounter",S63209A,S63209A,,Yes,
"Anterior subluxation of right ulnohumeral joint, initial encounter",S53111A,S53111A,,Yes,
"Person boarding or alighting from bus injured in collision with fixed or stationary object, sequela",V774XXS,V774XXS,,Yes,
"Salter-Harris Type IV physeal fracture of lower end of unspecified tibia, subsequent encounter for fracture with routine healing",S89149D,S89149D,,Yes,
"Military operations involving explosion of sea-based artillery shell, military personnel, sequela",Y37030S,Y37030S,,Yes,
"War operations involving destruction of aircraft due to collision with other aircraft, civilian, subsequent encounter",Y36121D,Y36121D,,Yes,
"Displaced oblique fracture of shaft of right fibula, subsequent encounter for closed fracture with delayed healing",S82431G,S82431G,,Yes,
"Displaced comminuted fracture of shaft of unspecified tibia, subsequent encounter for open fracture type I or II with routine healing",S82253E,S82253E,,Yes,
Other congenital malformations of bony thorax,Q768,Q768,,Yes,
"Animal-rider injured in collision with two- or three-wheeled motor vehicle, subsequent encounter",V8031XD,V8031XD,,Yes,
"Adverse effect of predominantly alpha-adrenoreceptor agonists, sequela",T444X5S,T444X5S,,Yes,
"Osteochondropathy, unspecified, unspecified hand",M93949,M93949,,Yes,
"Anaplastic large cell lymphoma, ALK-positive, intra-abdominal lymph nodes",C8463,C8463,,Yes,
"Sprain of unspecified sternoclavicular joint, sequela",S4360XS,S4360XS,,Yes,
Unspecified disorder of sclera,H159,H159,,Yes,
"Unspecified traumatic nondisplaced spondylolisthesis of seventh cervical vertebra, initial encounter for closed fracture",S12631A,S12631A,,Yes,
"Pathological dislocation of right foot, not elsewhere classified",M24374,M24374,,Yes,
"Unspecified sprain of left shoulder joint, initial encounter",S43402A,S43402A,,Yes,
Hemorrhagic disease of newborn,P53,P53,,Yes,
"Torus fracture of upper end of left ulna, subsequent encounter for fracture with malunion",S52012P,S52012P,,Yes,
"Wedge compression fracture of second thoracic vertebra, initial encounter for closed fracture",S22020A,S22020A,,Yes,
Cutaneous erysipeloid,A260,A260,,Yes,
"Laceration without foreign body of larynx, sequela",S11011S,S11011S,,Yes,
"Nondisplaced fracture of base of second metacarpal bone, left hand, subsequent encounter for fracture with nonunion",S62341K,S62341K,,Yes,
"Burn of third degree of unspecified thumb (nail), sequela",T23319S,T23319S,,Yes,
"Corrosion of third degree of right knee, sequela",T24721S,T24721S,,Yes,
"Displaced fracture of hook process of hamate [unciform] bone, right wrist, initial encounter for open fracture",S62151B,S62151B,,Yes,
"Nontraumatic ischemic infarction of muscle, left forearm",M62232,M62232,,Yes,
"Other accident with motorized mobility scooter, initial encounter",V00838A,V00838A,,Yes,
Cysts of right upper eyelid,H02821,H02821,,Yes,
"Torus fracture of lower end of right tibia, subsequent encounter for fracture with routine healing",S82311D,S82311D,,Yes,
"Periprosthetic fracture around internal prosthetic right knee joint, subsequent encounter",M9711XD,M9711XD,,Yes,
"Other specified fracture of unspecified acetabulum, subsequent encounter for fracture with delayed healing",S32499G,S32499G,,Yes,
"Puncture wound without foreign body of left eyelid and periocular area, subsequent encounter",S01132D,S01132D,,Yes,
"Contracture, left shoulder",M24512,M24512,,Yes,
Postprocedural stenosis of right external ear canal,H95811,H95811,,Yes,
"Unspecified injury of ascending [right] colon, initial encounter",S36500A,S36500A,,Yes,
Melanoma in situ of right ear and external auricular canal,D0321,D0321,,Yes,
"Staphylococcal arthritis, right ankle and foot",M00071,M00071,,Yes,
"Other specified disorders of synovium and tendon, unspecified hip",M67859,M67859,,Yes,
"Unspecified injury of right forearm, initial encounter",S59911A,S59911A,,Yes,
"Posterior dislocation of right acromioclavicular joint, subsequent encounter",S43151D,S43151D,,Yes,
"Subluxation of tarsal joint of unspecified foot, sequela",S93313S,S93313S,,Yes,
"Displaced fracture of cuboid bone of unspecified foot, subsequent encounter for fracture with delayed healing",S92213G,S92213G,,Yes,
"Other incomplete lesion at unspecified level of thoracic spinal cord, subsequent encounter",S24159D,S24159D,,Yes,
Rheumatoid arthritis of right shoulder with involvement of other organs and systems,M05611,M05611,,Yes,
"Bitten by raccoon, initial encounter",W5551XA,W5551XA,,Yes,
"Burn of unspecified degree of unspecified foot, subsequent encounter",T25029D,T25029D,,Yes,
"Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type I or II with nonunion",S72401M,S72401M,,Yes,
"Other osteoporosis with current pathological fracture, left forearm, subsequent encounter for fracture with routine healing",M80832D,M80832D,,Yes,
Basal cell carcinoma of skin of other part of trunk,C44519,C44519,,Yes,
"Corrosion of second degree of lip(s), sequela",T2062XS,T2062XS,,Yes,
"Displaced fracture (avulsion) of lateral epicondyle of right humerus, initial encounter for open fracture",S42431B,S42431B,,Yes,
Other specified noninfective disorders of lymphatic vessels and lymph nodes,I898,I898,,Yes,
Other chronic lung allograft dysfunction,J4A8,J4A8,,Yes,
"Pregnancy related renal disease, first trimester",O26831,O26831,,Yes,
"Poisoning by electrolytic, caloric and water-balance agents, undetermined, subsequent encounter",T503X4D,T503X4D,,Yes,
"Other fracture of right lower leg, subsequent encounter for closed fracture with routine healing",S82891D,S82891D,,Yes,
Other chronic pain,G8929,G8929,,Yes,
"Unspecified pterygium of eye, bilateral",H11003,H11003,,Yes,
"Burn of unspecified degree of unspecified upper arm, subsequent encounter",T22039D,T22039D,,Yes,
"Person boarding or alighting a pedal cycle injured in collision with car, pick-up truck or van, sequela",V133XXS,V133XXS,,Yes,
"Displaced transverse fracture of shaft of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S52222R,S52222R,,Yes,
"Struck by football, initial encounter",W2101XA,W2101XA,,Yes,
"Nondisplaced osteochondral fracture of right patella, subsequent encounter for closed fracture with malunion",S82014P,S82014P,,Yes,
"Incomplete atypical femoral fracture, left leg, subsequent encounter for fracture with nonunion",M84752K,M84752K,,Yes,
"Subluxation of L1/L2 lumbar vertebra, initial encounter",S33110A,S33110A,,Yes,
Drug induced tics,G2561,G2561,,Yes,
"Puncture wound with foreign body of larynx, initial encounter",S11014A,S11014A,,Yes,
"Fall in (into) shower or empty bathtub, initial encounter",W182XXA,W182XXA,,Yes,
"Unspecified fracture of shaft of unspecified radius, subsequent encounter for open fracture type I or II with routine healing",S52309E,S52309E,,Yes,
Retracted nipple associated with the puerperium,O9202,O9202,,Yes,
"Other fracture of shaft of radius, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S52391J,S52391J,,Yes,
"Underdosing of penicillins, subsequent encounter",T360X6D,T360X6D,,Yes,
"Stress fracture, left radius, subsequent encounter for fracture with routine healing",M84334D,M84334D,,Yes,
"Abrasion of other part of head, subsequent encounter",S0081XD,S0081XD,,Yes,
Weeks of gestation of pregnancy not specified,Z3A00,Z3A00,,Yes,
"Other non-follicular lymphoma, unspecified site",C8380,C8380,,Yes,
"Osteophyte, left knee",M25762,M25762,,Yes,
"Nondisplaced spiral fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",S72345C,S72345C,,Yes,
"Other extraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with delayed healing",S52551H,S52551H,,Yes,
"Poisoning by antirheumatics, not elsewhere classified, assault, subsequent encounter",T394X3D,T394X3D,,Yes,
"Burn of third degree of unspecified palm, initial encounter",T23359A,T23359A,,Yes,
Type 1 diabetes mellitus with ketoacidosis with coma,E1011,E1011,,Yes,
"Other mechanical complication of cardiac electrode, initial encounter",T82190A,T82190A,,Yes,
"Displaced fracture of coronoid process of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S52043F,S52043F,,Yes,
"Osteitis deformans in neoplastic diseases, unspecified upper arm",M90629,M90629,,Yes,
"Unspecified acute conjunctivitis, left eye",H1032,H1032,,Yes,
"Conjunctival concretions, bilateral",H11123,H11123,,Yes,
"Periprosthetic fracture around other internal prosthetic joint, subsequent encounter",M978XXD,M978XXD,,Yes,
"Salter-Harris Type I physeal fracture of right calcaneus, subsequent encounter for fracture with delayed healing",S99011G,S99011G,,Yes,
"Age-related osteoporosis with current pathological fracture, right ankle and foot, subsequent encounter for fracture with routine healing",M80071D,M80071D,,Yes,
"Continuing pregnancy after elective fetal reduction of one fetus or more, first trimester, fetus 5",O3131X5,O3131X5,,Yes,
Allergy status to narcotic agent,Z885,Z885,,Yes,
"Displacement of umbrella device, subsequent encounter",T82525D,T82525D,,Yes,
"Other superficial bite of right back wall of thorax, subsequent encounter",S20471D,S20471D,,Yes,
"Nondisplaced fracture of sternal end of left clavicle, subsequent encounter for fracture with nonunion",S42018K,S42018K,,Yes,
"Anterior dislocation of proximal end of tibia, right knee, sequela",S83114S,S83114S,,Yes,
"Traumatic rupture of unspecified ligament of unspecified finger at metacarpophalangeal and interphalangeal joint, sequela",S63409S,S63409S,,Yes,
"Fetus-to-fetus placental transfusion syndrome, third trimester",O43023,O43023,,Yes,
Impulsiveness,R4587,R4587,,Yes,
"Displaced fracture of intermediate cuneiform of left foot, subsequent encounter for fracture with delayed healing",S92232G,S92232G,,Yes,
"Displaced segmental fracture of shaft of unspecified femur, subsequent encounter for closed fracture with nonunion",S72363K,S72363K,,Yes,
"Other assault by drowning and submersion, sequela",X928XXS,X928XXS,,Yes,
"Burn of first degree of multiple left fingers (nail), not including thumb, subsequent encounter",T23132D,T23132D,,Yes,
"Contusion of eyeball and orbital tissues, right eye, sequela",S0511XS,S0511XS,,Yes,
"Other superficial bite of other part of head, initial encounter",S0087XA,S0087XA,,Yes,
"Recurrent dislocation, right hand",M24441,M24441,,Yes,
"Unspecified injury of right foot, subsequent encounter",S99921D,S99921D,,Yes,
"Chronic angle-closure glaucoma, right eye, stage unspecified",H402210,H402210,,Yes,
"Person on outside of heavy transport vehicle injured in collision with railway train or railway vehicle in nontraffic accident, sequela",V652XXS,V652XXS,,Yes,
"Nondisplaced fracture of capitate [os magnum] bone, left wrist, subsequent encounter for fracture with malunion",S62135P,S62135P,,Yes,
"Pathological fracture, right femur, subsequent encounter for fracture with malunion",M84451P,M84451P,,Yes,
"Corrosion of unspecified degree of multiple sites of unspecified lower limb, except ankle and foot, initial encounter",T24499A,T24499A,,Yes,
"Poisoning by other vaccines and biological substances, assault, initial encounter",T50Z93A,T50Z93A,,Yes,
"Other specified injury of intrinsic muscle, fascia and tendon of right thumb at wrist and hand level, sequela",S66491S,S66491S,,Yes,
"Nondisplaced fracture of neck of scapula, left shoulder, initial encounter for closed fracture",S42155A,S42155A,,Yes,
"Unspecified corneal neovascularization, right eye",H16401,H16401,,Yes,
"Colles' fracture of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S52532J,S52532J,,Yes,
Ulcerative (chronic) pancolitis with intestinal obstruction,K51012,K51012,,Yes,
"Unspecified fracture of right femur, subsequent encounter for open fracture type I or II with routine healing",S7291XE,S7291XE,,Yes,
"Other specified injuries of pelvis, initial encounter",S3983XA,S3983XA,,Yes,
Pericarditis in diseases classified elsewhere,I32,I32,,Yes,
"Other fracture of left great toe, sequela",S92492S,S92492S,,Yes,
"Salter-Harris Type II physeal fracture of unspecified metatarsal, sequela",S99129S,S99129S,,Yes,
"Insect bite (nonvenomous) of unspecified external genital organs, female, subsequent encounter",S30866D,S30866D,,Yes,
"Fracture of unspecified part of scapula, left shoulder, subsequent encounter for fracture with nonunion",S42102K,S42102K,,Yes,
"Contusion and laceration of right cerebrum with loss of consciousness status unknown, initial encounter",S0631AA,S0631AA,,Yes,
"Underdosing of 4-Aminophenol derivatives, initial encounter",T391X6A,T391X6A,,Yes,
Late congenital syphilitic encephalitis,A5042,A5042,,Yes,
"Strain of unspecified muscle(s) and tendon(s) at lower leg level, right leg, initial encounter",S86911A,S86911A,,Yes,
"Flat foot [pes planus] (acquired), left foot",M2142,M2142,,Yes,
Encounter for adjustment and management of other implanted hearing device,Z45328,Z45328,,Yes,
"Injury of brachial plexus, initial encounter",S143XXA,S143XXA,,Yes,
"Toxic effect of 2-Propanol, intentional self-harm, initial encounter",T512X2A,T512X2A,,Yes,
"Nondisplaced fracture of posterior column [ilioischial] of left acetabulum, subsequent encounter for fracture with delayed healing",S32445G,S32445G,,Yes,
Mucositis (ulcerative) of vagina and vulva,N7681,N7681,,Yes,
"Other osteoporosis with current pathological fracture, unspecified humerus, subsequent encounter for fracture with nonunion",M80829K,M80829K,,Yes,
"Toxic effect of carbon monoxide from utility gas, assault, sequela",T5813XS,T5813XS,,Yes,
"Displaced fracture of lower epiphysis (separation) of left femur, sequela",S72442S,S72442S,,Yes,
"Sprain of unspecified sternoclavicular joint, subsequent encounter",S4360XD,S4360XD,,Yes,
"Abrasion of unspecified part of neck, initial encounter",S1091XA,S1091XA,,Yes,
"Other nondisplaced fracture of third cervical vertebra, subsequent encounter for fracture with routine healing",S12291D,S12291D,,Yes,
"Retinal artery branch occlusion, unspecified eye",H34239,H34239,,Yes,
Other paralytic syndrome following other nontraumatic intracranial hemorrhage affecting left dominant side,I69262,I69262,,Yes,
"Underdosing of antithrombotic drugs, subsequent encounter",T45526D,T45526D,,Yes,
"Intentional collision of motor vehicle with train, sequela",X821XXS,X821XXS,,Yes,
"Other physeal fracture of upper end of left fibula, subsequent encounter for fracture with routine healing",S89292D,S89292D,,Yes,
"Toxic effect of other specified inorganic substances, assault, sequela",T578X3S,T578X3S,,Yes,
Newborn affected by polyhydramnios,P013,P013,,Yes,
"Adverse effect of other specified systemic anti-infectives and antiparasitics, sequela",T378X5S,T378X5S,,Yes,
"Occupant of animal-drawn vehicle injured in collision with other animal-drawn vehicle, subsequent encounter",V80721D,V80721D,,Yes,
"Fracture of base of skull, right side, initial encounter for open fracture",S02101B,S02101B,,Yes,
Wound myiasis,B871,B871,,Yes,
"Laceration of unspecified Achilles tendon, subsequent encounter",S86029D,S86029D,,Yes,
"Other specified injury of other blood vessels of thorax, unspecified side, sequela",S25899S,S25899S,,Yes,
"Displaced unspecified fracture of left great toe, subsequent encounter for fracture with delayed healing",S92402G,S92402G,,Yes,
"Burn of third degree of multiple sites of right shoulder and upper limb, except wrist and hand, initial encounter",T22391A,T22391A,,Yes,
Drug or chemical induced diabetes mellitus with neurological complications with diabetic amyotrophy,E0944,E0944,,Yes,
Boat as the place of occurrence of the external cause,Y92814,Y92814,,Yes,
"Nondisplaced osteochondral fracture of left patella, initial encounter for closed fracture",S82015A,S82015A,,Yes,
Longitudinal reduction defect of left radius,Q7142,Q7142,,Yes,
"Displaced fracture of medial condyle of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",S72432C,S72432C,,Yes,
"Smith's fracture of right radius, sequela",S52541S,S52541S,,Yes,
