Diagnosis Description,Reference Code,Retrieve-Rank,Vanilla GPT-3.5-turbo,Retrieve-Rank Match,Vanilla GPT-3.5 turbo match
"Person on outside of special industrial vehicle injured in nontraffic accident, sequela",V837XXS,V837XXS,,Yes,
"Chronic periodontitis, generalized, moderate",K05322,K05322,,Yes,
"Stable burst fracture of first thoracic vertebra, sequela",S22011S,S22011S,,Yes,
"Posterior dislocation of left acromioclavicular joint, sequela",S43152S,S43152S,,Yes,
"Ganglion, left elbow",M67422,M67422,,Yes,
"Posterior subcapsular polar infantile and juvenile cataract, right eye",H26051,H26051,,Yes,
"Displaced fracture of medial condyle of left tibia, subsequent encounter for open fracture type I or II with nonunion",S82132M,S82132M,,Yes,
"Other specified injury of left internal jugular vein, initial encounter",S15392A,S15392A,,Yes,
"Salter-Harris Type I physeal fracture of lower end of left fibula, subsequent encounter for fracture with delayed healing",S89312G,S89312G,,Yes,
"Displaced fracture of left tibial tuberosity, subsequent encounter for open fracture type I or II with delayed healing",S82152H,S82152H,,Yes,
"Unspecified sprain of unspecified wrist, subsequent encounter",S63509D,S63509D,,Yes,
"Stable burst fracture of T9-T10 vertebra, initial encounter for closed fracture",S22071A,S22071A,,Yes,
"Drowning and submersion due to falling or jumping from other burning unpowered watercraft, initial encounter",V9028XA,V9028XA,,Yes,
Connective tissue stenosis of neural canal of lower extremity,M9946,M9946,,Yes,
"Displaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S72453F,S72453N,,No,
"Nondisplaced fracture of olecranon process with intraarticular extension of unspecified ulna, initial encounter for open fracture type I or II",S52036B,S52036B,,Yes,
"Nondisplaced fracture of middle phalanx of unspecified lesser toe(s), initial encounter for open fracture",S92526B,S92526B,,Yes,
"Nursemaid's elbow, left elbow, initial encounter",S53032A,S53032A,,Yes,
"Person on outside of heavy transport vehicle injured in collision with fixed or stationary object in nontraffic accident, subsequent encounter",V672XXD,V672XXD,,Yes,
"Displaced fracture of capitate [os magnum] bone, left wrist, subsequent encounter for fracture with delayed healing",S62132G,S62132G,,Yes,
"Osteitis condensans, right thigh",M85351,M85351,,Yes,
Ankylosing spondylitis sacral and sacrococcygeal region,M458,M458,,Yes,
"Poisoning by diagnostic agents, intentional self-harm, sequela",T508X2S,T508X2S,,Yes,
Ameboma of intestine,A063,A063,,Yes,
"Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 3",O3671X3,O3671X3,,Yes,
"Nondisplaced fracture of medial condyle of left femur, subsequent encounter for closed fracture with malunion",S72435P,S72435P,,Yes,
"Corrosion of second degree of multiple sites of right wrist and hand, sequela",T23691S,T23691S,,Yes,
"Labor and delivery complicated by vasa previa, fetus 3",O694XX3,O694XX3,,Yes,
Occupational exposure to toxic agents in agriculture,Z574,Z574,,Yes,
"Type III occipital condyle fracture, unspecified side, initial encounter for closed fracture",S02112A,S02112A,,Yes,
"Poisoning by other anti-common-cold drugs, accidental (unintentional), initial encounter",T485X1A,T485X1A,,Yes,
"Conjoined twin pregnancy, first trimester",O30021,O30021,,Yes,
"Assault by sharp glass, sequela",X990XXS,X990XXS,,Yes,
"Interstitial myositis, right upper arm",M60121,M60121,,Yes,
Neonatal obstruction of bilateral nasolacrimal duct,H04533,H04533,,Yes,
"Unspecified fracture of shaft of left femur, subsequent encounter for closed fracture with malunion",S72302P,S72302P,,Yes,
"Complete traumatic amputation of right midfoot, initial encounter",S98311A,S98311A,,Yes,
"Strain of flexor muscle, fascia and tendon of right ring finger at wrist and hand level, subsequent encounter",S66114D,S66114D,,Yes,
"Enteropathic arthropathies, unspecified hip",M07659,M07659,,Yes,
"Displaced trimalleolar fracture of unspecified lower leg, subsequent encounter for open fracture type I or II with routine healing",S82853E,S82853E,,Yes,
"Poisoning by antidiarrheal drugs, undetermined, initial encounter",T476X4A,T476X4A,,Yes,
Monoplegia of lower limb following nontraumatic subarachnoid hemorrhage affecting unspecified side,I69049,I69049,,Yes,
"Underdosing of hydantoin derivatives, sequela",T420X6S,T420X6S,,Yes,
"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 30 minutes or less, sequela",S06381S,S06381S,,Yes,
"Other mechanical complication of internal fixation device of right femur, initial encounter",T84194A,T84194A,,Yes,
Connective tissue and disc stenosis of intervertebral foramina of lumbar region,M9973,M9973,,Yes,
"Puncture wound without foreign body of unspecified cheek and temporomandibular area, sequela",S01439S,S01439S,,Yes,
"Burn of first degree of multiple sites of left lower limb, except ankle and foot, subsequent encounter",T24192D,T24192D,,Yes,
"Nondisplaced fracture of lateral malleolus of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S8266XN,S8266XN,,Yes,
"Laceration of intrinsic muscle, fascia and tendon of right little finger at wrist and hand level, subsequent encounter",S66526D,S66526D,,Yes,
Intervertebral disc stenosis of neural canal of rib cage,M9958,M9958,,Yes,
Bubonic plague,A200,A200,,Yes,
"Nondisplaced fracture of cuboid bone of unspecified foot, subsequent encounter for fracture with nonunion",S92216K,S92216K,,Yes,
Personal history of malignant carcinoid tumor of rectum,Z85040,Z85040,,Yes,
Carbuncle of left upper limb,L02434,L02434,,Yes,
Other mucopolysaccharidoses,E7629,E7629,,Yes,
"Unspecified sprain of unspecified wrist, initial encounter",S63509A,S63509A,,Yes,
Bathroom of single-family (private) house as the place of occurrence of the external cause,Y92012,Y92012,,Yes,
Phlebitis of portal vein,K751,K751,,Yes,
"Superficial foreign body of left upper arm, initial encounter",S40852A,S40852A,,Yes,
Encounter for dental examination and cleaning without abnormal findings,Z0120,Z0120,,Yes,
"Primary lacrimal gland atrophy, unspecified lacrimal gland",H04149,H04149,,Yes,
"Injury of ulnar nerve at wrist and hand level of unspecified arm, initial encounter",S6400XA,S6400XA,,Yes,
"Injury of unspecified cranial nerve, subsequent encounter",S049XXD,S049XXD,,Yes,
"Stable burst fracture of third lumbar vertebra, subsequent encounter for fracture with delayed healing",S32031G,S32031G,,Yes,
"Car passenger injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter",V421XXD,V421XXD,,Yes,
"Struck by falling object on passenger ship, subsequent encounter",V9341XD,V9341XD,,Yes,
"Other physeal fracture of lower end of right femur, subsequent encounter for fracture with delayed healing",S79191G,S79191G,,Yes,
"Nondisplaced transverse fracture of left patella, sequela",S82035S,S82035S,,Yes,
"Poisoning by other estrogens and progestogens, undetermined, initial encounter",T385X4A,T385X4A,,Yes,
"Nondisplaced bicondylar fracture of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82145R,S82145N,,No,
"Fall in (into) shower or empty bathtub, sequela",W182XXS,W182XXS,,Yes,
"Laceration of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg, initial encounter",S86221A,S86221A,,Yes,
"Nondisplaced other fracture of tuberosity of unspecified calcaneus, subsequent encounter for fracture with nonunion",S92046K,S92046K,,Yes,
"Laceration of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, right leg, initial encounter",S86121A,S86121A,,Yes,
Pneumonia due to Mycoplasma pneumoniae,J157,J157,,Yes,
"External constriction, unspecified knee, initial encounter",S80249A,S80249A,,Yes,
"Leakage of other vascular grafts, initial encounter",T82338A,T82338A,,Yes,
Postprocedural hypoinsulinemia,E891,E891,,Yes,
"Nondisplaced fracture of proximal third of navicular [scaphoid] bone of unspecified wrist, subsequent encounter for fracture with malunion",S62036P,S62036K,,No,
"Corrosion of third degree of right axilla, initial encounter",T22741A,T22741A,,Yes,
"Other fracture of second lumbar vertebra, subsequent encounter for fracture with delayed healing",S32028G,S32028G,,Yes,
"Displaced fracture of medial condyle of unspecified femur, subsequent encounter for closed fracture with routine healing",S72433D,S72433D,,Yes,
"Laceration with foreign body, unspecified ankle, initial encounter",S91029A,S91029A,,Yes,
Presence of other specified devices,Z978,Z978,,Yes,
"Other motorcycle driver injured in collision with other motor vehicles in traffic accident, subsequent encounter",V29498D,V29498D,,Yes,
"Nondisplaced fracture of coronoid process of left ulna, subsequent encounter for closed fracture with malunion",S52045P,S52045P,,Yes,
"Colles' fracture of left radius, initial encounter for closed fracture",S52532A,S52532A,,Yes,
Other anemias due to enzyme disorders,D558,D558,,Yes,
"Toxic effect of contact with other venomous fish, accidental (unintentional), initial encounter",T63591A,T63591A,,Yes,
"Tibial collateral bursitis [Pellegrini-Stieda], left leg",M7642,M7642,,Yes,
"Traumatic subdural hemorrhage with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, sequela",S065X6S,S065X6S,,Yes,
"Other fracture of third thoracic vertebra, subsequent encounter for fracture with routine healing",S22038D,S22038D,,Yes,
Other viral warts,B078,B078,,Yes,
"Superficial foreign body of unspecified part of head, sequela",S0095XS,S0095XS,,Yes,
Family history of other infectious and parasitic diseases,Z831,Z831,,Yes,
"Corrosion of unspecified degree of back of left hand, initial encounter",T23462A,T23462A,,Yes,
"Other fracture of shaft of unspecified ulna, sequela",S52299S,S52299S,,Yes,
"Unspecified open wound of right back wall of thorax without penetration into thoracic cavity, subsequent encounter",S21201D,S21201D,,Yes,
"Continuing pregnancy after intrauterine death of one fetus or more, first trimester, fetus 5",O3121X5,O3121X5,,Yes,
Paralytic ectropion of right upper eyelid,H02151,H02151,,Yes,
"Salter-Harris Type I physeal fracture of upper end of right fibula, initial encounter for closed fracture",S89211A,S89211A,,Yes,
"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S72113J,S72113N,,No,
"Poisoning by heroin, undetermined, subsequent encounter",T401X4D,T401X4D,,Yes,
"Poisoning by tramadol, intentional self-harm, initial encounter",T40422A,T40422A,,Yes,
"Displaced fracture of base of fifth metacarpal bone, right hand, subsequent encounter for fracture with nonunion",S62316K,S62316K,,Yes,
"Unspecified injury of celiac artery, sequela",S35219S,S35219S,,Yes,
"Other hereditary corneal dystrophies, unspecified eye",H18599,H18599,,Yes,
"Poisoning by other antidysrhythmic drugs, accidental (unintentional), subsequent encounter",T462X1D,T462X1D,,Yes,
"Focal chorioretinal inflammation, juxtapapillary, unspecified eye",H30019,H30019,,Yes,
Other specified congenital malformations of female genitalia,Q528,Q528,,Yes,
"Displaced fracture of proximal third of navicular [scaphoid] bone of unspecified wrist, subsequent encounter for fracture with nonunion",S62033K,S62033K,,Yes,
"Pedestrian on standing electric scooter colliding with stationary object, sequela",V00842S,V00842S,,Yes,
"Displaced pilon fracture of unspecified tibia, subsequent encounter for open fracture type I or II with delayed healing",S82873H,S82873H,,Yes,
"Fall into natural body of water striking side causing other injury, initial encounter",W16132A,W16132A,,Yes,
"Displaced longitudinal fracture of left patella, subsequent encounter for closed fracture with nonunion",S82022K,S82022K,,Yes,
"Other non-follicular lymphoma, lymph nodes of head, face, and neck",C8381,C8381,,Yes,
"Displacement of unspecified cardiac electronic device, sequela",T82129S,T82129S,,Yes,
"Unspecified fracture of upper end of unspecified ulna, subsequent encounter for open fracture type I or II with nonunion",S52009M,S52009M,,Yes,
"Glaucomatous flecks (subcapsular), bilateral",H26233,H26233,,Yes,
Cyst of right orbit,H05811,H05811,,Yes,
"Other extraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with routine healing",S52551E,S52551E,,Yes,
Encounter for initial prescription of vaginal ring hormonal contraceptive,Z30015,Z30015,,Yes,
"Legal intervention involving injury by tear gas, unspecified person injured, initial encounter",Y35219A,Y35219A,,Yes,
"Unspecified injury of unspecified blood vessel at shoulder and upper arm level, unspecified arm, sequela",S45909S,S45901S,,No,
"Osteolysis, unspecified forearm",M89539,M89539,,Yes,
"Displaced transverse fracture of left acetabulum, initial encounter for open fracture",S32452B,S32452B,,Yes,
Cori disease,E7403,E7403,,Yes,
"Displaced trimalleolar fracture of left lower leg, subsequent encounter for open fracture type I or II with delayed healing",S82852H,S82852H,,Yes,
"Nondisplaced spiral fracture of shaft of ulna, left arm, subsequent encounter for open fracture type I or II with nonunion",S52245M,S52245M,,Yes,
"Displaced oblique fracture of shaft of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82231R,S82231R,,Yes,
"External constriction of left wrist, sequela",S60842S,S60842S,,Yes,
"Atrophic flaccid tympanic membrane, unspecified ear",H73819,H73819,,Yes,
"Laceration of muscle, fascia and tendon of triceps, right arm, sequela",S46321S,S46321S,,Yes,
"Miscellaneous general hospital and personal-use devices associated with adverse incidents, not elsewhere classified",Y748,Y748,,Yes,
"Pathological fracture in neoplastic disease, left femur, subsequent encounter for fracture with nonunion",M84552K,M84552K,,Yes,
"Unspecified fracture of right forearm, initial encounter for closed fracture",S5291XA,S5291XA,,Yes,
"Corrosion with resulting rupture and destruction of unspecified eyeball, subsequent encounter",T2670XD,T2670XD,,Yes,
"Toxic effect of other metals, accidental (unintentional), sequela",T56891S,T56891S,,Yes,
"Passenger of dune buggy injured in traffic accident, initial encounter",V8613XA,V8613XA,,Yes,
"Unspecified sprain of left great toe, subsequent encounter",S93502D,S93502D,,Yes,
"Poisoning by ophthalmological drugs and preparations, accidental (unintentional), sequela",T495X1S,T495X1S,,Yes,
"Other hypertrophic osteoarthropathy, unspecified forearm",M89439,M89439,,Yes,
Rupture of cardiac wall without hemopericardium as current complication following acute myocardial infarction,I233,I233,,Yes,
"Other traumatic displaced spondylolisthesis of third cervical vertebra, subsequent encounter for fracture with routine healing",S12250D,S12250D,,Yes,
"Unspecified electric (assisted) bicycle rider injured in noncollision transport accident in nontraffic accident, subsequent encounter",V2821XD,V2821XD,,Yes,
Drug or chemical induced diabetes mellitus with diabetic cataract,E0936,E0936,,Yes,
"Central cord syndrome at unspecified level of cervical spinal cord, initial encounter",S14129A,S14129A,,Yes,
"Laceration of muscle, fascia and tendon of triceps, left arm, subsequent encounter",S46322D,S46322D,,Yes,
"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for open fracture type I or II with delayed healing",S8262XH,S8262XH,,Yes,
Other calcerous corneal degeneration,H1843,H1843,,Yes,
"Displaced posterior arch fracture of first cervical vertebra, initial encounter for open fracture",S12030B,S12030B,,Yes,
"Unspecified superficial injury of left upper arm, initial encounter",S40922A,S40922A,,Yes,
"Other specified rheumatoid arthritis, left ankle and foot",M06872,M06872,,Yes,
"Poisoning by oxytocic drugs, intentional self-harm, initial encounter",T480X2A,T480X2A,,Yes,
"Intra-abdominal and pelvic swelling, mass and lump, unspecified site",R1900,R1900,,Yes,
"Other fracture of lower end of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82399R,S82399R,,Yes,
"Corrosion of first degree of trunk, unspecified site, initial encounter",T2150XA,T2150XA,,Yes,
"Muscle wasting and atrophy, not elsewhere classified, unspecified lower leg",M62569,M62569,,Yes,
"Passenger in three-wheeled motor vehicle injured in collision with unspecified motor vehicles in nontraffic accident, initial encounter",V3910XA,V3910XA,,Yes,
"Person on outside of bus injured in collision with other nonmotor vehicle in nontraffic accident, subsequent encounter",V762XXD,V762XXD,,Yes,
"Displaced comminuted fracture of shaft of ulna, right arm, subsequent encounter for closed fracture with malunion",S52251P,S52251P,,Yes,
"Toxic effect of unspecified spider venom, undetermined, sequela",T63304S,T63304S,,Yes,
"Displaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for closed fracture with routine healing",S72461D,S72461D,,Yes,
"Syphilis, unspecified",A539,A539,,Yes,
"Other mechanical complication of cardiac electrode, subsequent encounter",T82190D,T82190D,,Yes,
"Unspecified open wound of right middle finger without damage to nail, sequela",S61202S,S61202S,,Yes,
Trichorrhexis nodosa,L670,L670,,Yes,
"Injury of cutaneous sensory nerve at forearm level, right arm, sequela",S5431XS,S5431XS,,Yes,
"Other infective otitis externa, right ear",H60391,H60391,,Yes,
"Nondisplaced segmental fracture of shaft of ulna, left arm, subsequent encounter for closed fracture with malunion",S52265P,S52265P,,Yes,
"Nondisplaced Maisonneuve's fracture of unspecified leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S82866J,S82866J,,Yes,
"Displaced fracture of right radial styloid process, subsequent encounter for open fracture type I or II with routine healing",S52511E,S52511E,,Yes,
"Laceration with foreign body of unspecified eyelid and periocular area, initial encounter",S01129A,S01129A,,Yes,
"Nondisplaced fracture of proximal phalanx of unspecified great toe, initial encounter for closed fracture",S92416A,S92416A,,Yes,
Microtia,Q172,Q172,,Yes,
"Laceration without foreign body, left ankle, initial encounter",S91012A,S91012A,,Yes,
"Assault by being hit or run over by motor vehicle, sequela",Y030XXS,Y030XXS,,Yes,
"Displaced fracture of lateral cuneiform of unspecified foot, sequela",S92223S,S92223S,,Yes,
"Nondisplaced midcervical fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing",S72036E,S72036E,,Yes,
"Unspecified fracture of shaft of right fibula, sequela",S82401S,S82401S,,Yes,
"Blindness right eye category 3, low vision left eye category 2",H541132,H541132,,Yes,
"Disruption of external operation (surgical) wound, not elsewhere classified, sequela",T8131XS,T8131XS,,Yes,
"Mechanical lagophthalmos left eye, upper and lower eyelids",H0222B,H0222B,,Yes,
"Other cardiac complications of anesthesia during pregnancy, third trimester",O29193,O29193,,Yes,
"Anterior cord syndrome at T2-T6 level of thoracic spinal cord, subsequent encounter",S24132D,S24132D,,Yes,
"Glaucoma secondary to other eye disorders, left eye, moderate stage",H4052X2,H4052X2,,Yes,
"Burn of third degree of single left finger (nail) except thumb, subsequent encounter",T23322D,T23322D,,Yes,
"Total traumatic cataract, unspecified eye",H26139,H26139,,Yes,
"Poisoning by antiviral drugs, undetermined, subsequent encounter",T375X4D,T375X4D,,Yes,
"Laceration without foreign body of left forearm, initial encounter",S51812A,S51812A,,Yes,
Patent foramen ovale,Q2112,Q2112,,Yes,
"Anterior subluxation of right humerus, initial encounter",S43011A,S43011A,,Yes,
"Nondisplaced longitudinal fracture of right patella, subsequent encounter for open fracture type I or II with delayed healing",S82024H,S82024H,,Yes,
Complex febrile convulsions,R5601,R5601,,Yes,
"Burn of second degree of left lower leg, subsequent encounter",T24232D,T24232D,,Yes,
"Acute slipped upper femoral epiphysis, unstable (nontraumatic), right hip",M93041,M93041,,Yes,
"Unspecified fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with routine healing",S42309D,S42301D,,No,
"Displaced fracture of navicular [scaphoid] of left foot, subsequent encounter for fracture with routine healing",S92252D,S92252D,,Yes,
"Nondisplaced fracture of base of neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S72044F,S72044N,,No,
"Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, accidental (unintentional), subsequent encounter",T383X1D,T383X1D,,Yes,
"Nondisplaced supracondylar fracture without intracondylar extension of lower end of left femur, initial encounter for closed fracture",S72455A,S72455A,,Yes,
"Ciguatera fish poisoning, intentional self-harm, initial encounter",T6102XA,T6102XA,,Yes,
"Unspecified superficial injury of unspecified hand, initial encounter",S60929A,S60929A,,Yes,
"Poisoning by beta-adrenoreceptor antagonists, accidental (unintentional), sequela",T447X1S,T447X1S,,Yes,
"Disease of pulmonary vessels, unspecified",I289,I289,,Yes,
"Military operations involving biological weapons, civilian, subsequent encounter",Y376X1D,Y376X1D,,Yes,
"External constriction, unspecified ankle, subsequent encounter",S90549D,S90549D,,Yes,
Personal history of malignant neoplasm of other organs and systems,Z8589,Z8589,,Yes,
"Other fall from one level to another due to ice and snow, sequela",W002XXS,W002XXS,,Yes,
"Unilateral inguinal hernia, with gangrene, recurrent",K4041,K4041,,Yes,
"Discharge of firework, subsequent encounter",W39XXXD,W39XXXD,,Yes,
"Salter-Harris Type I physeal fracture of upper end of radius, left arm, subsequent encounter for fracture with delayed healing",S59112G,S59112G,,Yes,
"Displaced osteochondral fracture of left patella, subsequent encounter for open fracture type I or II with delayed healing",S82012H,S82012H,,Yes,
"Other balloon accident injuring occupant, initial encounter",V9609XA,V9609XA,,Yes,
"Burn of first degree of female genital region, initial encounter",T2117XA,T2117XA,,Yes,
"Benign neoplasm of brain, infratentorial",D331,D331,,Yes,
Long term (current) use of antitumor antibiotic,Z79632,Z79632,,Yes,
"Other myositis, unspecified shoulder",M60819,M60819,,Yes,
Rheumatoid myopathy with rheumatoid arthritis of left wrist,M05432,M05432,,Yes,
"Unspecified fracture of the lower end of right radius, sequela",S52501S,S52501S,,Yes,
"Nondisplaced simple supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with nonunion",S42415K,S42415K,,Yes,
"Drowning and submersion due to other accident to (nonpowered) inflatable craft, sequela",V9086XS,V9086XS,,Yes,
"Other fracture of shaft of right femur, subsequent encounter for open fracture type I or II with nonunion",S72391M,S72391M,,Yes,
Other specified disorders of muscle,M6289,M6289,,Yes,
Postprocedural seroma of unspecified eye and adnexa following other procedure,H59369,H59369,,Yes,
"Corrosion of third degree of left toe(s) (nail), subsequent encounter",T25732D,T25732D,,Yes,
"Displaced fracture of distal phalanx of unspecified lesser toe(s), subsequent encounter for fracture with nonunion",S92533K,S92533K,,Yes,
"Displaced dome fracture of left talus, subsequent encounter for fracture with malunion",S92142P,S92142P,,Yes,
"Nondisplaced fracture of distal phalanx of left middle finger, subsequent encounter for fracture with delayed healing",S62663G,S62663G,,Yes,
"Displaced Maisonneuve's fracture of right leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S82861F,S82861F,,Yes,
"Burn of second degree of left lower leg, initial encounter",T24232A,T24232A,,Yes,
"Displaced transverse fracture of shaft of right radius, initial encounter for closed fracture",S52321A,S52321A,,Yes,
"Toxic effect of nitroglycerin and other nitric acids and esters, assault, subsequent encounter",T655X3D,T655X3D,,Yes,
Cerebral infarction due to thrombosis of right vertebral artery,I63011,I63011,,Yes,
"Chronic multifocal osteomyelitis, unspecified ankle and foot",M86379,M86379,,Yes,
Solitary plasmacytoma in remission,C9031,C9031,,Yes,
"Unspecified superficial injury of right ankle, subsequent encounter",S90911D,S90911D,,Yes,
"Other specified complications of surgical and medical care, not elsewhere classified, initial encounter",T888XXA,T888XXA,,Yes,
"Nondisplaced trimalleolar fracture of right lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S82854F,S82854F,,Yes,
"Underdosing of other fibrinolysis-affecting drugs, initial encounter",T45696A,T45696A,,Yes,
"Jumping or diving into swimming pool striking water surface causing drowning and submersion, initial encounter",W16511A,W16511A,,Yes,
"Other ovarian cyst, left side",N83292,N83292,,Yes,
"Displaced unspecified condyle fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S72413J,S72413N,,No,
Endometriosis of the pudendal nerve,N80D5,N80D5,,Yes,
"Other physeal fracture of lower end of unspecified fibula, subsequent encounter for fracture with nonunion",S89399K,S89399K,,Yes,
Pure sensory lacunar syndrome,G466,G466,,Yes,
Hyperstimulation of ovaries,N981,N981,,Yes,
Exfoliation due to erythematous condition involving 90 or more percent of body surface,L499,L499,,Yes,
"Anaplastic large cell lymphoma, ALK-negative, intrapelvic lymph nodes",C8476,C8476,,Yes,
Adenosine deaminase 2 deficiency,D8132,D8132,,Yes,
"Unstable burst fracture of T7-T8 vertebra, subsequent encounter for fracture with routine healing",S22062D,S22062D,,Yes,
"Unspecified fracture of left femur, subsequent encounter for closed fracture with nonunion",S7292XK,S7292XK,,Yes,
"Displaced segmental fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with malunion",S42363P,S42363P,,Yes,
"Puncture wound with foreign body of unspecified external genital organs, female, initial encounter",S31542A,S31542A,,Yes,
Garden or yard of other specified residential institution as the place of occurrence of the external cause,Y92197,Y92197,,Yes,
"Nondisplaced segmental fracture of shaft of right femur, subsequent encounter for open fracture type I or II with delayed healing",S72364H,S72364H,,Yes,
"Myositis ossificans progressiva, unspecified ankle",M61173,M61173,,Yes,
"Strain of extensor or abductor muscles, fascia and tendons of left thumb at forearm level, sequela",S56312S,S56312S,,Yes,
"Displaced fracture of anterior process of right calcaneus, sequela",S92021S,S92021S,,Yes,
"Salter-Harris Type IV physeal fracture of right calcaneus, subsequent encounter for fracture with malunion",S99041P,S99041P,,Yes,
"Traumatic hemorrhage of cerebrum, unspecified, with loss of consciousness of 31 minutes to 59 minutes, subsequent encounter",S06362D,S06362D,,Yes,
"Salter-Harris Type IV physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with delayed healing",S89049G,S89049G,,Yes,
"Hurricane, subsequent encounter",X370XXD,X370XXD,,Yes,
Erosive (osteo)arthritis,M154,M154,,Yes,
"Corrosion of third degree of left palm, sequela",T23752S,T23752S,,Yes,
Mumps orchitis,B260,B260,,Yes,
"Unspecified inflammatory spondylopathy, sacral and sacrococcygeal region",M4698,M4698,,Yes,
"Maternal care for compound presentation, fetus 5",O326XX5,O326XX5,,Yes,
"Injury of oculomotor nerve, right side, initial encounter",S0411XA,S0411XA,,Yes,
"External constriction of unspecified eyelid and periocular area, initial encounter",S00249A,S00249A,,Yes,
"Other specified injuries of right hip, initial encounter",S79811A,S79811A,,Yes,
"Adult sexual abuse, confirmed, sequela",T7421XS,T7421XS,,Yes,
"Major laceration of right vertebral artery, initial encounter",S15121A,S15121A,,Yes,
"Other fracture of second metacarpal bone, left hand, subsequent encounter for fracture with delayed healing",S62391G,S62391G,,Yes,
Causalgia of right lower limb,G5771,G5771,,Yes,
"Unspecified fracture of shaft of humerus, right arm, initial encounter for closed fracture",S42301A,S42301A,,Yes,
Neoplasm of uncertain behavior of right renal pelvis,D4111,D4111,,Yes,
"Open bite of abdominal wall, periumbilic region with penetration into peritoneal cavity, subsequent encounter",S31655D,S31655D,,Yes,
"Person on outside of ambulance or fire engine injured in nontraffic accident, subsequent encounter",V8671XD,V8671XD,,Yes,
"Burn of right eyelid and periocular area, sequela",T2601XS,T2601XS,,Yes,
Alcohol abuse with alcohol-induced anxiety disorder,F10180,F10180,,Yes,
"Other specified injury of axillary artery, unspecified side, subsequent encounter",S45099D,S45099D,,Yes,
"Strain of flexor muscle, fascia and tendon of right little finger at wrist and hand level, initial encounter",S66116A,S66116A,,Yes,
"Rupture of papillary muscle, not elsewhere classified",I512,I512,,Yes,
"Displaced fracture of unspecified ulna styloid process, initial encounter for open fracture type IIIA, IIIB, or IIIC",S52613C,S52613C,,Yes,
"Unspecified injury of head of pancreas, initial encounter",S36200A,S36200A,,Yes,
"Adverse effect of antivaricose drugs, including sclerosing agents, initial encounter",T468X5A,T468X5A,,Yes,
"Unspecified dislocation of unspecified foot, initial encounter",S93306A,S93306A,,Yes,
"Regular astigmatism, right eye",H52221,H52221,,Yes,
"Military operations involving destruction of aircraft due to enemy fire or explosives, military personnel, sequela",Y37110S,Y37110S,,Yes,
"Osteitis condensans, unspecified lower leg",M85369,M85369,,Yes,
"Nondisplaced segmental fracture of shaft of ulna, left arm, subsequent encounter for open fracture type I or II with delayed healing",S52265H,S52265H,,Yes,
"Other extraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type I or II with malunion",S52559Q,S52559Q,,Yes,
"Crushing injury of right wrist, sequela",S6731XS,S6731XS,,Yes,
"Contact with and (suspected) exposure to pediculosis, acariasis and other infestations",Z207,Z207,,Yes,
"Breakdown (mechanical) of heart valve prosthesis, sequela",T8201XS,T8201XS,,Yes,
"Person on outside of heavy transport vehicle injured in collision with fixed or stationary object in traffic accident, subsequent encounter",V677XXD,V677XXD,,Yes,
Kidney transplant failure,T8612,T8612,,Yes,
Carcinoma in situ of larynx,D020,D020,,Yes,
"Poisoning by antithrombotic drugs, undetermined, sequela",T45524S,T45524S,,Yes,
"Stress fracture, left ulna, subsequent encounter for fracture with nonunion",M84332K,M84332K,,Yes,
"Malignant neoplasm of mediastinum, part unspecified",C383,C383,,Yes,
"Other specified injury of radial artery at forearm level, left arm, subsequent encounter",S55192D,S55192D,,Yes,
