Diagnosis Description,Reference Code,Retrieve-Rank,Vanilla GPT-3.5-turbo,Retrieve-Rank Match,Vanilla GPT-3.5 turbo match
"Nondisplaced spiral fracture of shaft of right fibula, sequela",S82444S,S82444S,,Yes,
"Nondisplaced fracture of posterior process of left talus, subsequent encounter for fracture with delayed healing",S92135G,S92135G,,Yes,
"Maternal care for face, brow and chin presentation, fetus 4",O323XX4,O323XX4,,Yes,
"Underdosing of other antiepileptic and sedative-hypnotic drugs, subsequent encounter",T426X6D,T426X6D,,Yes,
"Other fracture of T5-T6 vertebra, sequela",S22058S,S22058S,,Yes,
"Maternal care for known or suspected placental insufficiency, unspecified trimester, fetus 2",O365192,O365192,,Yes,
"Struck by sea lion, initial encounter",W5612XA,W5612XA,,Yes,
"Lead-induced chronic gout, left hip, without tophus (tophi)",M1A1520,M1A1520,,Yes,
Subcutaneous fat necrosis due to birth injury,P156,P156,,Yes,
"Displaced unspecified condyle fracture of lower end of right femur, subsequent encounter for closed fracture with delayed healing",S72411G,S72411G,,Yes,
"Unspecified donor, other blood",Z52008,Z52008,,Yes,
"Transient synovitis, right shoulder",M67311,M67311,,Yes,
"Strain of flexor muscle, fascia and tendon of left index finger at wrist and hand level, subsequent encounter",S66111D,S66111D,,Yes,
"Infection of nipple associated with pregnancy, second trimester",O91012,O91012,,Yes,
"Unspecified occupant of pick-up truck or van injured in collision with car, pick-up truck or van in traffic accident, subsequent encounter",V539XXD,V539XXD,,Yes,
"Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with nonunion",S52363M,S52363M,,Yes,
"Secondary noninfectious iridocyclitis, unspecified eye",H20049,H20049,,Yes,
"Salter-Harris Type IV physeal fracture of phalanx of unspecified toe, sequela",S99249S,S99249S,,Yes,
"Puncture wound with foreign body of right little finger without damage to nail, subsequent encounter",S61246D,S61246D,,Yes,
"Nondisplaced fracture of posterior wall of right acetabulum, subsequent encounter for fracture with delayed healing",S32424G,S32424G,,Yes,
Foodborne Clostridium perfringens [Clostridium welchii] intoxication,A052,A052,,Yes,
"Acute hematogenous osteomyelitis, left femur",M86052,M86052,,Yes,
"Open bite of left back wall of thorax with penetration into thoracic cavity, subsequent encounter",S21452D,S21452D,,Yes,
"Passenger in heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident, sequela",V631XXS,V631XXS,,Yes,
"Toxic effect of carbon monoxide from utility gas, undetermined, initial encounter",T5814XA,T5814XA,,Yes,
"Other injury of ureter, sequela",S3719XS,S3719XS,,Yes,
"Posterior subluxation of right radial head, subsequent encounter",S53021D,S53021D,,Yes,
"Anterior dislocation of lens, unspecified eye",H27129,H27129,,Yes,
Malignant neoplasm of short bones of right upper limb,C4011,C4011,,Yes,
Rheumatoid myopathy with rheumatoid arthritis of left hip,M05452,M05452,,Yes,
"Sprain of unspecified ligament of unspecified ankle, sequela",S93409S,S93409S,,Yes,
"Other specified injury of radial artery at forearm level, unspecified arm, initial encounter",S55199A,S55199A,,Yes,
"Jumping or diving into swimming pool striking bottom causing other injury, subsequent encounter",W16522D,W16522D,,Yes,
"Fracture of unspecified tarsal bone(s) of unspecified foot, subsequent encounter for fracture with routine healing",S92209D,S92209D,,Yes,
"Poisoning by antiallergic and antiemetic drugs, assault, subsequent encounter",T450X3D,T450X3D,,Yes,
"Pedestrian with other conveyance injured in collision with railway train or railway vehicle in nontraffic accident, sequela",V0509XS,V0509XS,,Yes,
"Terrorism, secondary effects, public safety official injured, initial encounter",Y389X1A,Y389X1A,,Yes,
"Displaced segmental fracture of shaft of unspecified fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC",S82463C,S82463C,,Yes,
"Low vision right eye category 1, blindness left eye category 4",H541214,H541214,,Yes,
"Superficial foreign body of right shoulder, subsequent encounter",S40251D,S40251D,,Yes,
Congenital occlusion of ureteropelvic junction,Q6211,Q6211,,Yes,
"Nondisplaced apophyseal fracture of right femur, subsequent encounter for open fracture type I or II with nonunion",S72134M,S72134M,,Yes,
"Fracture of unspecified tarsal bone(s) of unspecified foot, initial encounter for open fracture",S92209B,S92209B,,Yes,
"Corrosion of third degree of unspecified ankle, subsequent encounter",T25719D,T25719D,,Yes,
"Other specified injuries of other specified part of neck, sequela",S1989XS,S1980XS,,No,
"Blister (nonthermal) of left front wall of thorax, subsequent encounter",S20322D,S20322D,,Yes,
Malignant neoplasm of scrotum,C632,C632,,Yes,
"Upper abdominal pain, unspecified",R1010,R1010,,Yes,
"Unspecified displaced fracture of surgical neck of right humerus, initial encounter for closed fracture",S42211A,S42211A,,Yes,
"Person on outside of bus injured in collision with car, pick-up truck or van in nontraffic accident, sequela",V732XXS,V732XXS,,Yes,
"Other fracture of T9-T10 vertebra, initial encounter for closed fracture",S22078A,S22078A,,Yes,
"Fetal anemia and thrombocytopenia, unspecified trimester, fetus 2",O368292,O368292,,Yes,
"Other osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with nonunion",M80842K,M80842K,,Yes,
"Anterior displaced fracture of sternal end of right clavicle, subsequent encounter for fracture with routine healing",S42011D,S42011D,,Yes,
"Nondisplaced unspecified fracture of right lesser toe(s), sequela",S92504S,S92504S,,Yes,
"Burn of first degree of nose (septum), subsequent encounter",T2014XD,T2014XD,,Yes,
"Underdosing of aminoglycosides, initial encounter",T365X6A,T365X6A,,Yes,
"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment not involving the macula, left eye",E083532,E083533,,No,
"Underdosing of mineralocorticoids and their antagonists, subsequent encounter",T500X6D,T500X6D,,Yes,
"Sezary disease, spleen",C8417,C8417,,Yes,
"Toxic effect of contact with stingray, intentional self-harm, sequela",T63512S,T63512S,,Yes,
"Poisoning by other topical agents, undetermined, subsequent encounter",T498X4D,T498X4D,,Yes,
"Injury of other nerves at ankle and foot level, left leg, subsequent encounter",S948X2D,S948X2D,,Yes,
"Elevated blood-pressure reading, without diagnosis of hypertension",R030,R030,,Yes,
"Unspecified occupant of heavy transport vehicle injured in collision with pedestrian or animal in nontraffic accident, sequela",V603XXS,V603XXS,,Yes,
"Displaced fracture of lateral condyle of left tibia, initial encounter for open fracture type I or II",S82122B,S82122B,,Yes,
"Person boarding or alighting a car injured in collision with pedestrian or animal, sequela",V404XXS,V404XXS,,Yes,
"Displaced fracture of neck of second metacarpal bone, left hand, subsequent encounter for fracture with nonunion",S62331K,S62331K,,Yes,
NIHSS score 26,R29726,R29726,,Yes,
"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S72021N,S72021N,,Yes,
"Laceration of uterus, subsequent encounter",S3763XD,S3763XD,,Yes,
Burns involving 90% or more of body surface with 50-59% third degree burns,T3195,T3195,,Yes,
"Salter-Harris Type IV physeal fracture of upper end of humerus, unspecified arm, subsequent encounter for fracture with routine healing",S49049D,S49049D,,Yes,
"Poisoning by other viral vaccines, accidental (unintentional), subsequent encounter",T50B91D,T50B91D,,Yes,
"Other specified effects of reduced temperature, sequela",T698XXS,T698XXS,,Yes,
"Driver of snowmobile injured in nontraffic accident, subsequent encounter",V8652XD,V8652XD,,Yes,
"Adverse effect of selective serotonin and norepinephrine reuptake inhibitors, sequela",T43215S,T43215S,,Yes,
"Continuing pregnancy after elective fetal reduction of one fetus or more, unspecified trimester, fetus 4",O3130X4,O3130X4,,Yes,
"Incomplete lesion of L5 level of lumbar spinal cord, subsequent encounter",S34125D,S34125D,,Yes,
"Other synovitis and tenosynovitis, unspecified upper arm",M65829,M65829,,Yes,
"Exposure to sofa fire due to burning cigarette, initial encounter",X0811XA,X0811XA,,Yes,
"Traumatic amputation (partial) of part of thorax, except breast, sequela",S281XXS,S281XXS,,Yes,
"Displaced fracture of lesser trochanter of unspecified femur, subsequent encounter for open fracture type I or II with malunion",S72123Q,S72123Q,,Yes,
"Nondisplaced fracture of proximal phalanx of left middle finger, subsequent encounter for fracture with nonunion",S62643K,S62643K,,Yes,
"Unspecified corneal ulcer, left eye",H16002,H16002,,Yes,
"Open bite of other specified part of neck, subsequent encounter",S1185XD,S1185XD,,Yes,
"Sprain of jaw, unspecified side, subsequent encounter",S0340XD,S0340XD,,Yes,
"Salter-Harris Type IV physeal fracture of phalanx of right toe, subsequent encounter for fracture with delayed healing",S99241G,S99241G,,Yes,
"Other specified injury of radial artery at forearm level, unspecified arm, initial encounter",S55199A,S55199A,,Yes,
"Nondisplaced fracture of medial cuneiform of unspecified foot, subsequent encounter for fracture with routine healing",S92246D,S92246D,,Yes,
"Salter-Harris Type I physeal fracture of upper end of radius, unspecified arm, subsequent encounter for fracture with delayed healing",S59119G,S59119G,,Yes,
"Unspecified fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S72301J,S72301J,,Yes,
"Crushing injury of scrotum and testis, subsequent encounter",S3802XD,S3802XD,,Yes,
"Unspecified B-cell lymphoma, intrathoracic lymph nodes",C8512,C8512,,Yes,
"Toxic effect of venom of hornets, intentional self-harm, initial encounter",T63452A,T63452A,,Yes,
"Unspecified sprain of unspecified great toe, subsequent encounter",S93503D,S93503D,,Yes,
"Subluxation of metacarpophalangeal joint of left ring finger, initial encounter",S63215A,S63215A,,Yes,
"Maternal care for excessive fetal growth, second trimester, fetus 2",O3662X2,O3662X2,,Yes,
"Nondisplaced fracture of base of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S72045F,S72045N,,No,
"Sledder colliding with stationary object, subsequent encounter",V00222D,V00222D,,Yes,
"Displaced fracture of head of left radius, subsequent encounter for open fracture type I or II with malunion",S52122Q,S52122Q,,Yes,
"Maternal care for viable fetus in abdominal pregnancy, first trimester, fetus 3",O3671X3,O3671X3,,Yes,
Late congenital syphilitic osteochondropathy,A5056,A5056,,Yes,
"Pressure collapse of lung due to anesthesia during pregnancy, third trimester",O29023,O29023,,Yes,
"Displaced fracture of body of unspecified calcaneus, initial encounter for open fracture",S92013B,S92013B,,Yes,
"Displaced simple supracondylar fracture without intercondylar fracture of right humerus, initial encounter for open fracture",S42411B,S42411B,,Yes,
Congenital renal artery stenosis,Q271,Q271,,Yes,
"Car passenger injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter",V466XXD,V466XXD,,Yes,
"Pathological fracture in other disease, right fibula, subsequent encounter for fracture with nonunion",M84663K,M84663K,,Yes,
"Sprain of carpal joint of left wrist, sequela",S63512S,S63512S,,Yes,
"Burn of first degree of left shoulder, initial encounter",T22152A,T22152A,,Yes,
"Unspecified injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, left leg, subsequent encounter",S86202D,S86202D,,Yes,
"Adverse effect of unspecified drugs, medicaments and biological substances, initial encounter",T50905A,T50905A,,Yes,
"Pathological fracture, left fibula, subsequent encounter for fracture with malunion",M84464P,M84464P,,Yes,
"Strain of other muscles, fascia and tendons at shoulder and upper arm level, left arm, initial encounter",S46812A,S46812A,,Yes,
Kaposi's sarcoma of gastrointestinal sites,C464,C464,,Yes,
Other specified helminthiases,B838,B838,,Yes,
"Nondisplaced fracture of shaft of other metacarpal bone, subsequent encounter for fracture with nonunion",S62358K,S62358K,,Yes,
Tuberculous neuritis,A1783,A1783,,Yes,
"Unspecified superficial injury of right ankle, initial encounter",S90911A,S90911A,,Yes,
"Other injury of heart, unspecified with or without hemopericardium, sequela",S2699XS,S2699XS,,Yes,
"Pathological fracture, left tibia, initial encounter for fracture",M84462A,M84462A,,Yes,
"Acute slipped upper femoral epiphysis, unspecified stability (nontraumatic), right hip",M93061,M93061,,Yes,
"Toxic effect of other specified substances, accidental (unintentional), subsequent encounter",T65891D,T65891D,,Yes,
"Puncture wound without foreign body of right hand, sequela",S61431S,S61431S,,Yes,
"Nondisplaced transverse fracture of right acetabulum, subsequent encounter for fracture with nonunion",S32454K,S32454K,,Yes,
Other nonrheumatic aortic valve disorders,I358,I358,,Yes,
"Pedestrian on skateboard injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter",V0212XD,V0212XD,,Yes,
"Cicatricial lagophthalmos unspecified eye, unspecified eyelid",H02219,H02219,,Yes,
Bilateral post-traumatic osteoarthritis of hip,M164,M164,,Yes,
"Hypertensive retinopathy, left eye",H35032,H35032,,Yes,
"Driver of heavy transport vehicle injured in collision with unspecified motor vehicles in nontraffic accident, sequela",V6900XS,V6900XS,,Yes,
"Maternal care for (suspected) central nervous system malformation or damage in fetus, agenesis of the corpus callosum, not applicable or unspecified",O3501X0,O3501X0,,Yes,
"Retention of urine, unspecified",R339,R339,,Yes,
"Nondisplaced fracture of body of left talus, subsequent encounter for fracture with nonunion",S92125K,S92125K,,Yes,
"Nondisplaced fracture of triquetrum [cuneiform] bone, unspecified wrist, subsequent encounter for fracture with routine healing",S62116D,S62116D,,Yes,
"Underdosing of antimycobacterial drugs, sequela",T371X6S,T371X6S,,Yes,
"Rheumatoid bursitis, unspecified wrist",M06239,M06239,,Yes,
Paralytic lagophthalmos left lower eyelid,H02235,H02235,,Yes,
"Preterm labor second trimester with preterm delivery third trimester, fetus 1",O6013X1,O6013X1,,Yes,
"Displaced fracture of neck of first metacarpal bone, unspecified hand, subsequent encounter for fracture with routine healing",S62253D,S62253D,,Yes,
"Late congenital syphilis, unspecified",A507,A507,,Yes,
"Pathological fracture, right hand, initial encounter for fracture",M84441A,M84441A,,Yes,
"Pigmentary glaucoma, unspecified eye, severe stage",H401393,H401393,,Yes,
"Keratomalacia, unspecified eye",H18449,H18449,,Yes,
"Intermittent hydrarthrosis, right hand",M12441,M12441,,Yes,
"Displacement of femoral arterial graft (bypass), sequela",T82322S,T82322S,,Yes,
"Other injury of extensor muscle, fascia and tendon of right middle finger at forearm level, subsequent encounter",S56493D,S56493D,,Yes,
"Other specified diabetes mellitus with mild nonproliferative diabetic retinopathy with macular edema, bilateral",E133213,E133213,,Yes,
"Other psychoactive substance dependence with intoxication, unspecified",F19229,F19229,,Yes,
"Other injury of branches of celiac and mesenteric artery, initial encounter",S35298A,S35298A,,Yes,
"Blister (nonthermal), right great toe, sequela",S90421S,S90421S,,Yes,
"Corrosion of third degree of multiple sites of left ankle and foot, initial encounter",T25792A,T25792A,,Yes,
Immunodeficiency due to external causes,D84822,D84822,,Yes,
"Fall from dock, sequela",W174XXS,W174XXS,,Yes,
"Laceration of other muscle(s) and tendon(s) at lower leg level, left leg, subsequent encounter",S86822D,S86822D,,Yes,
"Monteggia's fracture of unspecified ulna, subsequent encounter for open fracture type I or II with routine healing",S52279E,S52279E,,Yes,
Other lack of expected normal physiological development in childhood,R6259,R6259,,Yes,
"Corrosion of unspecified eye and adnexa, part unspecified, subsequent encounter",T2690XD,T2690XD,,Yes,
"Other fracture of upper end of right radius, subsequent encounter for closed fracture with malunion",S52181P,S52181P,,Yes,
"Person injured in collision between railway train or railway vehicle and car (traffic), subsequent encounter",V876XXD,V876XXD,,Yes,
Atherosclerosis of autologous vein bypass graft(s) of the right leg with ulceration of other part of foot,I70435,I70435,,Yes,
Newborn affected by placental transfusion syndromes,P023,P023,,Yes,
"Pathological fracture in neoplastic disease, left tibia, subsequent encounter for fracture with nonunion",M84562K,M84562K,,Yes,
"Atypical femoral fracture, unspecified, sequela",M84750S,M84750S,,Yes,
"Other intervertebral disc degeneration, lumbar region",M5136,M5136,,Yes,
"Retinal vasculitis, right eye",H35061,H35061,,Yes,
Alkalosis of newborn,P7441,P7441,,Yes,
"Nondisplaced fracture of triquetrum [cuneiform] bone, right wrist, initial encounter for closed fracture",S62114A,S62114A,,Yes,
"Displaced transverse fracture of shaft of right femur, subsequent encounter for open fracture type I or II with delayed healing",S72321H,S72321H,,Yes,
"Unspecified fracture of upper end of unspecified radius, subsequent encounter for open fracture type I or II with malunion",S52109Q,S52109Q,,Yes,
"Atypical femoral fracture, unspecified, sequela",M84750S,M84750S,,Yes,
Unspecified anomaly of dental arch relationship,M2620,M2620,,Yes,
"Osteochondrosis (juvenile) of metacarpal heads [Mauclaire], unspecified hand",M92229,M92229,,Yes,
"Subacute osteomyelitis, unspecified site",M8620,M8620,,Yes,
"Superficial frostbite of neck, sequela",T331XXS,T331XXS,,Yes,
"Nondisplaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S72024J,S72024N,,No,
"Open bite of left middle finger without damage to nail, initial encounter",S61253A,S61253A,,Yes,
"Nondisplaced supracondylar fracture without intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type I or II with nonunion",S72456M,S72456M,,Yes,
"Unspecified open wound of abdominal wall, left lower quadrant with penetration into peritoneal cavity, sequela",S31604S,S31604S,,Yes,
"Nondisplaced fracture of middle phalanx of right middle finger, subsequent encounter for fracture with malunion",S62652P,S62652P,,Yes,
"Problem related to social environment, unspecified",Z609,Z609,,Yes,
"Nondisplaced segmental fracture of shaft of ulna, right arm, subsequent encounter for open fracture type I or II with delayed healing",S52264H,S52264H,,Yes,
"Nondisplaced fracture of proximal third of navicular [scaphoid] bone of unspecified wrist, initial encounter for open fracture",S62036B,S62036B,,Yes,
"Corrosion of second degree back of unspecified hand, sequela",T23669S,T23669S,,Yes,
"Nondisplaced segmental fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion",S42365P,S42365P,,Yes,
Rapidly progressive nephritic syndrome with minor glomerular abnormality,N010,N010,,Yes,
"Poisoning by immunoglobulin, assault, initial encounter",T50Z13A,T50Z13A,,Yes,
"Passenger in heavy transport vehicle injured in collision with car, pick-up truck or van in nontraffic accident, initial encounter",V631XXA,V631XXA,,Yes,
"Striking against or struck by unspecified sports equipment, sequela",W219XXS,W219XXS,,Yes,
"Exposure to other rapid changes in air pressure during ascent, initial encounter",W9429XA,W9429XA,,Yes,
"External constriction of unspecified finger, subsequent encounter",S60449D,S60449D,,Yes,
"Unspecified effects of lightning, initial encounter",T7500XA,T7500XA,,Yes,
Transfusion-related acute lung injury (TRALI),J9584,J9584,,Yes,
"Corrosion of first degree of left palm, sequela",T23552S,T23552S,,Yes,
"Adhesions due to foreign body accidentally left in body following other procedure, subsequent encounter",T81518D,T81518D,,Yes,
"Nondisplaced fracture of lateral end of right clavicle, subsequent encounter for fracture with nonunion",S42034K,S42034K,,Yes,
Benign neoplasm of liver,D134,D134,,Yes,
"Unspecified open wound of left little finger without damage to nail, initial encounter",S61207A,S61207A,,Yes,
"Mycosis fungoides, lymph nodes of inguinal region and lower limb",C8405,C8405,,Yes,
"Displaced avulsion fracture of left ischium, sequela",S32612S,S32612S,,Yes,
"Nondisplaced spiral fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S72344R,S72344R,,Yes,
"Other injuries of right eye and orbit, sequela",S058X1S,S058X1S,,Yes,
"Localized gingival recession, moderate",K06012,K06012,,Yes,
"Laceration without foreign body of unspecified hand, sequela",S61419S,S61419S,,Yes,
"Nondisplaced fracture of lateral condyle of unspecified tibia, subsequent encounter for closed fracture with nonunion",S82126K,S82126K,,Yes,
"Other specified injury of left middle and inner ear, initial encounter",S09392A,S09392A,,Yes,
"Major laceration of inferior vena cava, sequela",S3512XS,S3512XS,,Yes,
"Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",E103599,E103599,,Yes,
Nephrotic syndrome with diffuse crescentic glomerulonephritis,N047,N047,,Yes,
"Nondisplaced comminuted fracture of shaft of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",S82254C,S82254C,,Yes,
"Strain of extensor muscle, fascia and tendon of left ring finger at wrist and hand level, initial encounter",S66315A,S66315A,,Yes,
"Displaced transcondylar fracture of right humerus, initial encounter for closed fracture",S42471A,S42471A,,Yes,
"Burn of unspecified degree of unspecified forearm, initial encounter",T22019A,T22019A,,Yes,
"Dislocation of T9/T10 thoracic vertebra, sequela",S23153S,S23153S,,Yes,
"Nondisplaced fracture of neck of right radius, subsequent encounter for open fracture type I or II with routine healing",S52134E,S52134E,,Yes,
"Unspecified fracture of left foot, sequela",S92902S,S92902S,,Yes,
"Chorioamnionitis, unspecified trimester, fetus 2",O411292,O411292,,Yes,
"Unspecified fracture of shaft of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82201R,S82201R,,Yes,
"Other specific joint derangements of left shoulder, not elsewhere classified",M24812,M24812,,Yes,
"Retained (nonmagnetic) (old) foreign body in lens, left eye",H44732,H44732,,Yes,
"Unspecified occupant of three-wheeled motor vehicle injured in collision with unspecified motor vehicles in nontraffic accident, subsequent encounter",V3920XD,V3920XD,,Yes,
"Unspecified intracapsular fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S72011R,S72011R,,Yes,
"Burn of unspecified degree of single right finger (nail) except thumb, initial encounter",T23021A,T23021A,,Yes,
"Other motorcycle passenger injured in collision with unspecified motor vehicles in traffic accident, initial encounter",V29508A,V29508A,,Yes,
"Nondisplaced fracture of capitate [os magnum] bone, right wrist, subsequent encounter for fracture with delayed healing",S62134G,S62134G,,Yes,
"Drug-induced gout, right hand",M10241,M10241,,Yes,
"Minor laceration of superior vena cava, initial encounter",S2521XA,S2521XA,,Yes,
"Abrasion, left knee, initial encounter",S80212A,S80212A,,Yes,
"Nondisplaced midcervical fracture of right femur, subsequent encounter for open fracture type I or II with routine healing",S72034E,S72034E,,Yes,
Unspecified malignant neoplasm of skin of lip,C4400,C4400,,Yes,
"Corrosion of third degree of single right finger (nail) except thumb, subsequent encounter",T23721D,T23721D,,Yes,
"Burn of second degree of unspecified wrist, initial encounter",T23279A,T23279A,,Yes,
"Breakdown (mechanical) of implanted electronic neurostimulator, generator, subsequent encounter",T85113D,T85113D,,Yes,
"Torus fracture of upper end of left humerus, subsequent encounter for fracture with nonunion",S42272K,S42272K,,Yes,
Long term (current) use of hormonal contraceptives,Z793,Z793,,Yes,
"Unspecified amblyopia, bilateral",H53003,H53003,,Yes,
"Unspecified corneal ulcer, right eye",H16001,H16001,,Yes,
"Nondisplaced fracture of fourth metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing",S92346D,S92346D,,Yes,
"Poisoning by mineralocorticoids and their antagonists, assault, subsequent encounter",T500X3D,T500X3D,,Yes,
Unspecified appendicitis,K37,K37,,Yes,
"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in traffic accident, sequela",V06138S,V06138S,,Yes,
"Unspecified subluxation of left ring finger, sequela",S63205S,S63205S,,Yes,
"Other superficial bite of hand of unspecified hand, initial encounter",S60579A,S60579A,,Yes,
"Unspecified displaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion",S42213P,S42213P,,Yes,
"Displaced segmental fracture of shaft of left tibia, subsequent encounter for closed fracture with delayed healing",S82262G,S82262G,,Yes,
Unspecified nephritic syndrome with diffuse crescentic glomerulonephritis,N057,N057,,Yes,
"Nondisplaced fracture of distal phalanx of right index finger, subsequent encounter for fracture with nonunion",S62660K,S62660K,,Yes,
"Breakdown (mechanical) of other implanted electronic stimulator of nervous system, sequela",T85118S,T85118S,,Yes,
Insulin-like growth factor-1 (IGF-1) resistance,E34322,E34322,,Yes,
"Maternal care for disproportion due to hydrocephalic fetus, fetus 3",O336XX3,O336XX3,,Yes,
"Toxic effect of strychnine and its salts, intentional self-harm, initial encounter",T651X2A,T651X2A,,Yes,
Agenesis of lung,Q333,Q333,,Yes,
"Nondisplaced intertrochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S72144R,S72144N,,No,
"Puncture wound of abdominal wall without foreign body, periumbilic region without penetration into peritoneal cavity, sequela",S31135S,S31135S,,Yes,
"Nonexudative age-related macular degeneration, left eye, early dry stage",H353121,H353121,,Yes,
"Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with delayed healing",S72402G,S72402G,,Yes,
"Hemophthalmos, bilateral",H44813,H44813,,Yes,
"Unspecified injury of extensor muscle, fascia and tendon of other finger at wrist and hand level, initial encounter",S66308A,S66308A,,Yes,
"Other specified injuries of right lower leg, sequela",S8981XS,S8981XS,,Yes,
"Other superficial bite of left thumb, initial encounter",S60372A,S60372A,,Yes,
"Gastric contents in other parts of respiratory tract causing asphyxiation, initial encounter",T17810A,T17810A,,Yes,
"Osteochondropathy, unspecified, right ankle and foot",M93971,M93971,,Yes,
"Collapsed vertebra, not elsewhere classified, lumbosacral region, subsequent encounter for fracture with delayed healing",M4857XG,M4857XG,,Yes,
Eclampsia complicating labor,O151,O151,,Yes,
"Osteonecrosis due to previous trauma, unspecified humerus",M87229,M87229,,Yes,
Excessive spacing of fully erupted teeth,M2632,M2632,,Yes,
"Salter-Harris Type III physeal fracture of phalanx of right toe, subsequent encounter for fracture with malunion",S99231P,S99231P,,Yes,
"Other urethral stricture, male, overlapping sites",N35816,N35816,,Yes,
"Other secondary osteonecrosis, left foot",M87375,M87375,,Yes,
Other endometriosis,N808,N808,,Yes,
"Unspecified fracture of head of right femur, initial encounter for closed fracture",S72051A,S72051A,,Yes,
"Nondisplaced Maisonneuve's fracture of right leg, sequela",S82864S,S82864S,,Yes,
"Unspecified fracture of shaft of right femur, subsequent encounter for open fracture type I or II with delayed healing",S72301H,S72301H,,Yes,
"Strain of long flexor muscle, fascia and tendon of unspecified thumb at wrist and hand level, subsequent encounter",S66019D,S66019D,,Yes,
"Kearns-Sayre syndrome, right eye",H49811,H49811,,Yes,
"Unspecified injury of other specified muscles, fascia and tendons at thigh level, unspecified thigh, subsequent encounter",S76809D,S76801D,,No,
"Underdosing of cephalosporins and other beta-lactam antibiotics, initial encounter",T361X6A,T361X6A,,Yes,
"Superficial endometriosis of pelvic sidewall, unspecified side",N80339,N80339,,Yes,
"Unspecified fracture of unspecified talus, initial encounter for open fracture",S92109B,S92109B,,Yes,
"Localized gingival recession, minimal",K06011,K06011,,Yes,
"Central cord syndrome at C2 level of cervical spinal cord, sequela",S14122S,S14122S,,Yes,
"Nondisplaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S72136N,S72136N,,Yes,
"Parkinson's disease without dyskinesia, without mention of fluctuations",G20A1,G20A1,,Yes,
"Unspecified injury of unspecified muscle, fascia and tendon at wrist and hand level, unspecified hand, subsequent encounter",S66909D,S66901D,,No,
"Poisoning by other antacids and anti-gastric-secretion drugs, accidental (unintentional), initial encounter",T471X1A,T471X1A,,Yes,
"Displaced bimalleolar fracture of unspecified lower leg, subsequent encounter for open fracture type I or II with malunion",S82843Q,S82843Q,,Yes,
"Poisoning by other agents primarily acting on the respiratory system, undetermined, sequela",T48994S,T48994S,,Yes,
"Person on outside of car injured in collision with pedestrian or animal in traffic accident, subsequent encounter",V407XXD,V407XXD,,Yes,
"Passenger of dirt bike or motor/cross bike injured in traffic accident, subsequent encounter",V8616XD,V8616XD,,Yes,
Atherosclerosis of autologous artery coronary artery bypass graft(s) with other forms of angina pectoris,I25728,I25728,,Yes,
"Fracture of alveolus of mandible, unspecified side, sequela",S02670S,S02670S,,Yes,
Elevated C-reactive protein (CRP),R7982,R7982,,Yes,
"Displaced fracture of middle phalanx of other finger, subsequent encounter for fracture with routine healing",S62628D,S62628D,,Yes,
"Dislocation of metacarpal (bone), proximal end of unspecified hand, initial encounter",S63066A,S63066A,,Yes,
"Cystoid macular degeneration, right eye",H35351,H35351,,Yes,
"Displaced comminuted fracture of left patella, subsequent encounter for closed fracture with nonunion",S82042K,S82042K,,Yes,
"Foreign body in colon, subsequent encounter",T184XXD,T184XXD,,Yes,
"Sexual dysfunction, unspecified",R37,R37,,Yes,
Caregiver's noncompliance with patient's other medical treatment and regimen for other reason,Z91A98,Z91A98,,Yes,
"Poisoning by methylphenidate, intentional self-harm, subsequent encounter",T43632D,T43632D,,Yes,
Histoplasmosis duboisii,B395,B395,,Yes,
