Diagnosis Description,Reference Code,Retrieve-Rank,Vanilla GPT-3.5-turbo,Retrieve-Rank Match,Vanilla GPT-3.5 turbo match
Subacute necrotizing myelitis of central nervous system,G374,G374,,Yes,
Concentric sclerosis [Balo] of central nervous system,G375,G375,,Yes,
Myelin oligodendrocyte glycoprotein antibody disease,G3781,G3781,,Yes,
Other specified demyelinating diseases of central nervous system,G3789,G3789,,Yes,
"Demyelinating disease of central nervous system, unspecified",G379,G379,,Yes,
"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, with status epilepticus",G40001,G40009,,No,
"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, not intractable, without status epilepticus",G40009,G40009,,Yes,
"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, intractable, with status epilepticus",G40011,G40011,,Yes,
"Localization-related (focal) (partial) idiopathic epilepsy and epileptic syndromes with seizures of localized onset, intractable, without status epilepticus",G40019,G40011,,No,
"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, with status epilepticus",G40101,G40109,,No,
"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, not intractable, without status epilepticus",G40109,G40109,,Yes,
"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable, with status epilepticus",G40111,G40111,,Yes,
"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, intractable, without status epilepticus",G40119,G40111,,No,
"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable, with status epilepticus",G40201,G40209,,No,
"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, not intractable, without status epilepticus",G40209,G40209,,Yes,
"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable, with status epilepticus",G40211,G40211,,Yes,
"Localization-related (focal) (partial) symptomatic epilepsy and epileptic syndromes with complex partial seizures, intractable, without status epilepticus",G40219,G40211,,No,
"Generalized idiopathic epilepsy and epileptic syndromes, not intractable, with status epilepticus",G40301,G40301,,Yes,
"Generalized idiopathic epilepsy and epileptic syndromes, not intractable, without status epilepticus",G40309,G40309,,Yes,
"Generalized idiopathic epilepsy and epileptic syndromes, intractable, with status epilepticus",G40311,G40311,,Yes,
"Generalized idiopathic epilepsy and epileptic syndromes, intractable, without status epilepticus",G40319,G40319,,Yes,
"Absence epileptic syndrome, not intractable, with status epilepticus",G40A01,G40A01,,Yes,
"Absence epileptic syndrome, not intractable, without status epilepticus",G40A09,G40A09,,Yes,
"Absence epileptic syndrome, intractable, with status epilepticus",G40A11,G40A11,,Yes,
"Absence epileptic syndrome, intractable, without status epilepticus",G40A19,G40A19,,Yes,
"Juvenile myoclonic epilepsy, not intractable, with status epilepticus",G40B01,G40B01,,Yes,
"Juvenile myoclonic epilepsy, not intractable, without status epilepticus",G40B09,G40B09,,Yes,
"Juvenile myoclonic epilepsy, intractable, with status epilepticus",G40B11,G40B11,,Yes,
"Juvenile myoclonic epilepsy, intractable, without status epilepticus",G40B19,G40B19,,Yes,
"Lafora progressive myoclonus epilepsy, not intractable, with status epilepticus",G40C01,G40C01,,Yes,
"Lafora progressive myoclonus epilepsy, not intractable, without status epilepticus",G40C09,G40C09,,Yes,
"Lafora progressive myoclonus epilepsy, intractable, with status epilepticus",G40C11,G40C11,,Yes,
"Lafora progressive myoclonus epilepsy, intractable, without status epilepticus",G40C19,G40C19,,Yes,
"Other generalized epilepsy and epileptic syndromes, not intractable, with status epilepticus",G40401,G40401,,Yes,
"Other generalized epilepsy and epileptic syndromes, not intractable, without status epilepticus",G40409,G40409,,Yes,
"Other generalized epilepsy and epileptic syndromes, intractable, with status epilepticus",G40411,G40411,,Yes,
"Other generalized epilepsy and epileptic syndromes, intractable, without status epilepticus",G40419,G40419,,Yes,
Cyclin-Dependent Kinase-Like 5 Deficiency Disorder,G4042,G4042,,Yes,
"Epileptic seizures related to external causes, not intractable, with status epilepticus",G40501,G40501,,Yes,
"Epileptic seizures related to external causes, not intractable, without status epilepticus",G40509,G40509,,Yes,
"Other epilepsy, not intractable, with status epilepticus",G40801,G40801,,Yes,
"Other epilepsy, not intractable, without status epilepticus",G40802,G40802,,Yes,
"Other epilepsy, intractable, with status epilepticus",G40803,G40803,,Yes,
"Other epilepsy, intractable, without status epilepticus",G40804,G40804,,Yes,
"Lennox-Gastaut syndrome, not intractable, with status epilepticus",G40811,G40811,,Yes,
"Lennox-Gastaut syndrome, not intractable, without status epilepticus",G40812,G40812,,Yes,
"Lennox-Gastaut syndrome, intractable, with status epilepticus",G40813,G40813,,Yes,
"Lennox-Gastaut syndrome, intractable, without status epilepticus",G40814,G40814,,Yes,
"Epileptic spasms, not intractable, with status epilepticus",G40821,G40821,,Yes,
"Epileptic spasms, not intractable, without status epilepticus",G40822,G40822,,Yes,
"Epileptic spasms, intractable, with status epilepticus",G40823,G40823,,Yes,
"Epileptic spasms, intractable, without status epilepticus",G40824,G40824,,Yes,
"Dravet syndrome, intractable, with status epilepticus",G40833,G40833,,Yes,
"Dravet syndrome, intractable, without status epilepticus",G40834,G40834,,Yes,
Other seizures,G4089,G4089,,Yes,
"Epilepsy, unspecified, not intractable, with status epilepticus",G40901,G40901,,Yes,
"Epilepsy, unspecified, not intractable, without status epilepticus",G40909,G40909,,Yes,
"Epilepsy, unspecified, intractable, with status epilepticus",G40911,G40911,,Yes,
"Epilepsy, unspecified, intractable, without status epilepticus",G40919,G40919,,Yes,
"Migraine without aura, not intractable, with status migrainosus",G43001,G43001,,Yes,
"Migraine without aura, not intractable, without status migrainosus",G43009,G43009,,Yes,
"Migraine without aura, intractable, with status migrainosus",G43011,G43011,,Yes,
"Migraine without aura, intractable, without status migrainosus",G43019,G43019,,Yes,
"Migraine with aura, not intractable, with status migrainosus",G43101,G43101,,Yes,
"Migraine with aura, not intractable, without status migrainosus",G43109,G43109,,Yes,
"Migraine with aura, intractable, with status migrainosus",G43111,G43111,,Yes,
"Migraine with aura, intractable, without status migrainosus",G43119,G43119,,Yes,
"Hemiplegic migraine, not intractable, with status migrainosus",G43401,G43401,,Yes,
"Hemiplegic migraine, not intractable, without status migrainosus",G43409,G43409,,Yes,
"Hemiplegic migraine, intractable, with status migrainosus",G43411,G43411,,Yes,
"Hemiplegic migraine, intractable, without status migrainosus",G43419,G43419,,Yes,
"Persistent migraine aura without cerebral infarction, not intractable, with status migrainosus",G43501,G43511,,No,
"Persistent migraine aura without cerebral infarction, not intractable, without status migrainosus",G43509,G43509,,Yes,
"Persistent migraine aura without cerebral infarction, intractable, with status migrainosus",G43511,G43511,,Yes,
"Persistent migraine aura without cerebral infarction, intractable, without status migrainosus",G43519,G43519,,Yes,
"Persistent migraine aura with cerebral infarction, not intractable, with status migrainosus",G43601,G43601,,Yes,
"Persistent migraine aura with cerebral infarction, not intractable, without status migrainosus",G43609,G43609,,Yes,
"Persistent migraine aura with cerebral infarction, intractable, with status migrainosus",G43611,G43611,,Yes,
"Persistent migraine aura with cerebral infarction, intractable, without status migrainosus",G43619,G43619,,Yes,
"Chronic migraine without aura, not intractable, with status migrainosus",G43701,G43701,,Yes,
"Chronic migraine without aura, not intractable, without status migrainosus",G43709,G43709,,Yes,
"Chronic migraine without aura, intractable, with status migrainosus",G43711,G43711,,Yes,
"Chronic migraine without aura, intractable, without status migrainosus",G43719,G43719,,Yes,
"Cyclical vomiting, in migraine, not intractable",G43A0,G43A0,,Yes,
"Cyclical vomiting, in migraine, intractable",G43A1,G43A1,,Yes,
"Ophthalmoplegic migraine, not intractable",G43B0,G43B0,,Yes,
"Ophthalmoplegic migraine, intractable",G43B1,G43B1,,Yes,
"Periodic headache syndromes in child or adult, not intractable",G43C0,G43C0,,Yes,
"Periodic headache syndromes in child or adult, intractable",G43C1,G43C1,,Yes,
"Abdominal migraine, not intractable",G43D0,G43D0,,Yes,
"Abdominal migraine, intractable",G43D1,G43D1,,Yes,
"Other migraine, not intractable, with status migrainosus",G43801,G43801,,Yes,
"Other migraine, not intractable, without status migrainosus",G43809,G43809,,Yes,
"Other migraine, intractable, with status migrainosus",G43811,G43811,,Yes,
"Other migraine, intractable, without status migrainosus",G43819,G43819,,Yes,
"Menstrual migraine, not intractable, with status migrainosus",G43821,G43821,,Yes,
"Menstrual migraine, not intractable, without status migrainosus",G43829,G43829,,Yes,
"Menstrual migraine, intractable, with status migrainosus",G43831,G43831,,Yes,
"Menstrual migraine, intractable, without status migrainosus",G43839,G43839,,Yes,
"Migraine, unspecified, not intractable, with status migrainosus",G43901,G43901,,Yes,
"Migraine, unspecified, not intractable, without status migrainosus",G43909,G43909,,Yes,
"Migraine, unspecified, intractable, with status migrainosus",G43911,G43911,,Yes,
"Migraine, unspecified, intractable, without status migrainosus",G43919,G43919,,Yes,
"Chronic migraine with aura, not intractable, with status migrainosus",G43E01,G43E01,,Yes,
"Chronic migraine with aura, not intractable, without status migrainosus",G43E09,G43E09,,Yes,
"Chronic migraine with aura, intractable, with status migrainosus",G43E11,G43E11,,Yes,
"Chronic migraine with aura, intractable, without status migrainosus",G43E19,G43E19,,Yes,
"Cluster headache syndrome, unspecified, intractable",G44001,G44001,,Yes,
"Cluster headache syndrome, unspecified, not intractable",G44009,G44009,,Yes,
"Episodic cluster headache, intractable",G44011,G44011,,Yes,
"Episodic cluster headache, not intractable",G44019,G44019,,Yes,
"Chronic cluster headache, intractable",G44021,G44021,,Yes,
"Chronic cluster headache, not intractable",G44029,G44029,,Yes,
"Episodic paroxysmal hemicrania, intractable",G44031,G44031,,Yes,
"Episodic paroxysmal hemicrania, not intractable",G44039,G44039,,Yes,
"Chronic paroxysmal hemicrania, intractable",G44041,G44041,,Yes,
"Chronic paroxysmal hemicrania, not intractable",G44049,G44049,,Yes,
"Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT), intractable",G44051,G44051,,Yes,
"Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT), not intractable",G44059,G44059,,Yes,
"Other trigeminal autonomic cephalgias (TAC), intractable",G44091,G44091,,Yes,
"Other trigeminal autonomic cephalgias (TAC), not intractable",G44099,G44099,,Yes,
"Vascular headache, not elsewhere classified",G441,G441,,Yes,
"Tension-type headache, unspecified, intractable",G44201,G44201,,Yes,
"Tension-type headache, unspecified, not intractable",G44209,G44209,,Yes,
"Episodic tension-type headache, intractable",G44211,G44211,,Yes,
"Episodic tension-type headache, not intractable",G44219,G44219,,Yes,
"Chronic tension-type headache, intractable",G44221,G44221,,Yes,
"Chronic tension-type headache, not intractable",G44229,G44229,,Yes,
"Post-traumatic headache, unspecified, intractable",G44301,G44301,,Yes,
"Post-traumatic headache, unspecified, not intractable",G44309,G44309,,Yes,
"Acute post-traumatic headache, intractable",G44311,G44311,,Yes,
"Acute post-traumatic headache, not intractable",G44319,G44319,,Yes,
"Chronic post-traumatic headache, intractable",G44321,G44321,,Yes,
"Chronic post-traumatic headache, not intractable",G44329,G44329,,Yes,
"Drug-induced headache, not elsewhere classified, not intractable",G4440,G4440,,Yes,
"Drug-induced headache, not elsewhere classified, intractable",G4441,G4441,,Yes,
Hemicrania continua,G4451,G4451,,Yes,
New daily persistent headache (NDPH),G4452,G4452,,Yes,
Primary thunderclap headache,G4453,G4453,,Yes,
Other complicated headache syndrome,G4459,G4459,,Yes,
Hypnic headache,G4481,G4481,,Yes,
Headache associated with sexual activity,G4482,G4482,,Yes,
Primary cough headache,G4483,G4483,,Yes,
Primary exertional headache,G4484,G4484,,Yes,
Primary stabbing headache,G4485,G4485,,Yes,
Cervicogenic headache,G4486,G4486,,Yes,
Other headache syndrome,G4489,G4489,,Yes,
Vertebro-basilar artery syndrome,G450,G450,,Yes,
Carotid artery syndrome (hemispheric),G451,G451,,Yes,
Multiple and bilateral precerebral artery syndromes,G452,G452,,Yes,
Amaurosis fugax,G453,G453,,Yes,
Transient global amnesia,G454,G454,,Yes,
Other transient cerebral ischemic attacks and related syndromes,G458,G458,,Yes,
"Transient cerebral ischemic attack, unspecified",G459,G459,,Yes,
Middle cerebral artery syndrome,G460,G460,,Yes,
Anterior cerebral artery syndrome,G461,G461,,Yes,
Posterior cerebral artery syndrome,G462,G462,,Yes,
Brain stem stroke syndrome,G463,G463,,Yes,
Cerebellar stroke syndrome,G464,G464,,Yes,
Pure motor lacunar syndrome,G465,G465,,Yes,
Pure sensory lacunar syndrome,G466,G466,,Yes,
Other lacunar syndromes,G467,G467,,Yes,
Other vascular syndromes of brain in cerebrovascular diseases,G468,G468,,Yes,
"Insomnia, unspecified",G4700,G4700,,Yes,
Insomnia due to medical condition,G4701,G4701,,Yes,
Other insomnia,G4709,G4709,,Yes,
"Hypersomnia, unspecified",G4710,G4710,,Yes,
Idiopathic hypersomnia with long sleep time,G4711,G4711,,Yes,
Idiopathic hypersomnia without long sleep time,G4712,G4712,,Yes,
Recurrent hypersomnia,G4713,G4713,,Yes,
Hypersomnia due to medical condition,G4714,G4714,,Yes,
Other hypersomnia,G4719,G4719,,Yes,
"Circadian rhythm sleep disorder, unspecified type",G4720,G4720,,Yes,
"Circadian rhythm sleep disorder, delayed sleep phase type",G4721,G4721,,Yes,
"Circadian rhythm sleep disorder, advanced sleep phase type",G4722,G4722,,Yes,
"Circadian rhythm sleep disorder, irregular sleep wake type",G4723,G4723,,Yes,
"Circadian rhythm sleep disorder, free running type",G4724,G4724,,Yes,
"Circadian rhythm sleep disorder, jet lag type",G4725,G4725,,Yes,
"Circadian rhythm sleep disorder, shift work type",G4726,G4726,,Yes,
Circadian rhythm sleep disorder in conditions classified elsewhere,G4727,G4727,,Yes,
Other circadian rhythm sleep disorder,G4729,G4729,,Yes,
"Sleep apnea, unspecified",G4730,G4730,,Yes,
Primary central sleep apnea,G4731,G4731,,Yes,
High altitude periodic breathing,G4732,G4732,,Yes,
Obstructive sleep apnea (adult) (pediatric),G4733,G4733,,Yes,
Idiopathic sleep related nonobstructive alveolar hypoventilation,G4734,G4734,,Yes,
Congenital central alveolar hypoventilation syndrome,G4735,G4735,,Yes,
Sleep related hypoventilation in conditions classified elsewhere,G4736,G4736,,Yes,
Central sleep apnea in conditions classified elsewhere,G4737,G4737,,Yes,
Other sleep apnea,G4739,G4739,,Yes,
Narcolepsy with cataplexy,G47411,G47411,,Yes,
Narcolepsy without cataplexy,G47419,G47419,,Yes,
Narcolepsy in conditions classified elsewhere with cataplexy,G47421,G47421,,Yes,
Narcolepsy in conditions classified elsewhere without cataplexy,G47429,G47429,,Yes,
"Parasomnia, unspecified",G4750,G4750,,Yes,
Confusional arousals,G4751,G4751,,Yes,
REM sleep behavior disorder,G4752,G4752,,Yes,
Recurrent isolated sleep paralysis,G4753,G4753,,Yes,
Parasomnia in conditions classified elsewhere,G4754,G4754,,Yes,
Other parasomnia,G4759,G4759,,Yes,
Periodic limb movement disorder,G4761,G4761,,Yes,
Sleep related leg cramps,G4762,G4762,,Yes,
Sleep related bruxism,G4763,G4763,,Yes,
Other sleep related movement disorders,G4769,G4769,,Yes,
Other sleep disorders,G478,G478,,Yes,
"Sleep disorder, unspecified",G479,G479,,Yes,
Trigeminal neuralgia,G500,G500,,Yes,
Atypical facial pain,G501,G501,,Yes,
Other disorders of trigeminal nerve,G508,G508,,Yes,
"Disorder of trigeminal nerve, unspecified",G509,G509,,Yes,
Bell's palsy,G510,G510,,Yes,
Geniculate ganglionitis,G511,G511,,Yes,
Melkersson's syndrome,G512,G512,,Yes,
"Clonic hemifacial spasm, right",G5131,G5131,,Yes,
"Clonic hemifacial spasm, left",G5132,G5132,,Yes,
"Clonic hemifacial spasm, bilateral",G5133,G5133,,Yes,
"Clonic hemifacial spasm, unspecified",G5139,G5139,,Yes,
Facial myokymia,G514,G514,,Yes,
Other disorders of facial nerve,G518,G518,,Yes,
"Disorder of facial nerve, unspecified",G519,G519,,Yes,
Disorders of olfactory nerve,G520,G520,,Yes,
Disorders of glossopharyngeal nerve,G521,G521,,Yes,
Disorders of vagus nerve,G522,G522,,Yes,
Disorders of hypoglossal nerve,G523,G523,,Yes,
Disorders of multiple cranial nerves,G527,G527,,Yes,
Disorders of other specified cranial nerves,G528,G528,,Yes,
"Cranial nerve disorder, unspecified",G529,G529,,Yes,
Cranial nerve disorders in diseases classified elsewhere,G53,G53,,Yes,
Brachial plexus disorders,G540,G540,,Yes,
Lumbosacral plexus disorders,G541,G541,,Yes,
"Cervical root disorders, not elsewhere classified",G542,G542,,Yes,
"Thoracic root disorders, not elsewhere classified",G543,G543,,Yes,
"Lumbosacral root disorders, not elsewhere classified",G544,G544,,Yes,
Neuralgic amyotrophy,G545,G545,,Yes,
Phantom limb syndrome with pain,G546,G546,,Yes,
Phantom limb syndrome without pain,G547,G547,,Yes,
Other nerve root and plexus disorders,G548,G548,,Yes,
"Nerve root and plexus disorder, unspecified",G549,G549,,Yes,
Nerve root and plexus compressions in diseases classified elsewhere,G55,G55,,Yes,
"Carpal tunnel syndrome, unspecified upper limb",G5600,G5600,,Yes,
"Carpal tunnel syndrome, right upper limb",G5601,G5601,,Yes,
"Carpal tunnel syndrome, left upper limb",G5602,G5602,,Yes,
"Carpal tunnel syndrome, bilateral upper limbs",G5603,G5603,,Yes,
"Other lesions of median nerve, unspecified upper limb",G5610,G5610,,Yes,
"Other lesions of median nerve, right upper limb",G5611,G5611,,Yes,
"Other lesions of median nerve, left upper limb",G5612,G5612,,Yes,
"Other lesions of median nerve, bilateral upper limbs",G5613,G5613,,Yes,
"Lesion of ulnar nerve, unspecified upper limb",G5620,G5620,,Yes,
"Lesion of ulnar nerve, right upper limb",G5621,G5621,,Yes,
"Lesion of ulnar nerve, left upper limb",G5622,G5622,,Yes,
"Lesion of ulnar nerve, bilateral upper limbs",G5623,G5623,,Yes,
"Lesion of radial nerve, unspecified upper limb",G5630,G5630,,Yes,
"Lesion of radial nerve, right upper limb",G5631,G5631,,Yes,
"Lesion of radial nerve, left upper limb",G5632,G5632,,Yes,
"Lesion of radial nerve, bilateral upper limbs",G5633,G5633,,Yes,
Causalgia of unspecified upper limb,G5640,G5640,,Yes,
Causalgia of right upper limb,G5641,G5641,,Yes,
Causalgia of left upper limb,G5642,G5642,,Yes,
Causalgia of bilateral upper limbs,G5643,G5643,,Yes,
Other specified mononeuropathies of unspecified upper limb,G5680,G5680,,Yes,
Other specified mononeuropathies of right upper limb,G5681,G5681,,Yes,
Other specified mononeuropathies of left upper limb,G5682,G5682,,Yes,
Other specified mononeuropathies of bilateral upper limbs,G5683,G5683,,Yes,
Unspecified mononeuropathy of unspecified upper limb,G5690,G5690,,Yes,
Unspecified mononeuropathy of right upper limb,G5691,G5691,,Yes,
Unspecified mononeuropathy of left upper limb,G5692,G5692,,Yes,
Unspecified mononeuropathy of bilateral upper limbs,G5693,G5693,,Yes,
"Lesion of sciatic nerve, unspecified lower limb",G5700,G5700,,Yes,
"Lesion of sciatic nerve, right lower limb",G5701,G5701,,Yes,
"Lesion of sciatic nerve, left lower limb",G5702,G5702,,Yes,
"Lesion of sciatic nerve, bilateral lower limbs",G5703,G5703,,Yes,
"Meralgia paresthetica, unspecified lower limb",G5710,G5710,,Yes,
"Meralgia paresthetica, right lower limb",G5711,G5711,,Yes,
"Meralgia paresthetica, left lower limb",G5712,G5712,,Yes,
"Meralgia paresthetica, bilateral lower limbs",G5713,G5713,,Yes,
"Lesion of femoral nerve, unspecified lower limb",G5720,G5720,,Yes,
"Lesion of femoral nerve, right lower limb",G5721,G5721,,Yes,
"Lesion of femoral nerve, left lower limb",G5722,G5722,,Yes,
"Lesion of femoral nerve, bilateral lower limbs",G5723,G5723,,Yes,
"Lesion of lateral popliteal nerve, unspecified lower limb",G5730,G5730,,Yes,
"Lesion of lateral popliteal nerve, right lower limb",G5731,G5731,,Yes,
"Lesion of lateral popliteal nerve, left lower limb",G5732,G5732,,Yes,
"Lesion of lateral popliteal nerve, bilateral lower limbs",G5733,G5733,,Yes,
"Lesion of medial popliteal nerve, unspecified lower limb",G5740,G5740,,Yes,
"Lesion of medial popliteal nerve, right lower limb",G5741,G5741,,Yes,
"Lesion of medial popliteal nerve, left lower limb",G5742,G5742,,Yes,
"Lesion of medial popliteal nerve, bilateral lower limbs",G5743,G5743,,Yes,
"Tarsal tunnel syndrome, unspecified lower limb",G5750,G5750,,Yes,
"Tarsal tunnel syndrome, right lower limb",G5751,G5751,,Yes,
"Tarsal tunnel syndrome, left lower limb",G5752,G5752,,Yes,
"Tarsal tunnel syndrome, bilateral lower limbs",G5753,G5753,,Yes,
"Lesion of plantar nerve, unspecified lower limb",G5760,G5760,,Yes,
"Lesion of plantar nerve, right lower limb",G5761,G5761,,Yes,
"Lesion of plantar nerve, left lower limb",G5762,G5762,,Yes,
"Lesion of plantar nerve, bilateral lower limbs",G5763,G5763,,Yes,
Causalgia of unspecified lower limb,G5770,G5770,,Yes,
Causalgia of right lower limb,G5771,G5771,,Yes,
Causalgia of left lower limb,G5772,G5772,,Yes,
Causalgia of bilateral lower limbs,G5773,G5773,,Yes,
Other specified mononeuropathies of unspecified lower limb,G5780,G5780,,Yes,
Other specified mononeuropathies of right lower limb,G5781,G5781,,Yes,
Other specified mononeuropathies of left lower limb,G5782,G5782,,Yes,
Other specified mononeuropathies of bilateral lower limbs,G5783,G5783,,Yes,
Unspecified mononeuropathy of unspecified lower limb,G5790,G5790,,Yes,
Unspecified mononeuropathy of right lower limb,G5791,G5791,,Yes,
Unspecified mononeuropathy of left lower limb,G5792,G5792,,Yes,
Unspecified mononeuropathy of bilateral lower limbs,G5793,G5793,,Yes,
Intercostal neuropathy,G580,G580,,Yes,
Mononeuritis multiplex,G587,G587,,Yes,
Other specified mononeuropathies,G588,G588,,Yes,
"Mononeuropathy, unspecified",G589,G589,,Yes,
Mononeuropathy in diseases classified elsewhere,G59,G59,,Yes,
Hereditary motor and sensory neuropathy,G600,G600,,Yes,
Refsum's disease,G601,G601,,Yes,
Neuropathy in association with hereditary ataxia,G602,G602,,Yes,
Idiopathic progressive neuropathy,G603,G603,,Yes,
Other hereditary and idiopathic neuropathies,G608,G608,,Yes,
"Hereditary and idiopathic neuropathy, unspecified",G609,G609,,Yes,
Guillain-Barre syndrome,G610,G610,,Yes,
Serum neuropathy,G611,G611,,Yes,
Chronic inflammatory demyelinating polyneuritis,G6181,G6181,,Yes,
Multifocal motor neuropathy,G6182,G6182,,Yes,
Other inflammatory polyneuropathies,G6189,G6189,,Yes,
"Inflammatory polyneuropathy, unspecified",G619,G619,,Yes,
Drug-induced polyneuropathy,G620,G620,,Yes,
Alcoholic polyneuropathy,G621,G621,,Yes,
Polyneuropathy due to other toxic agents,G622,G622,,Yes,
Critical illness polyneuropathy,G6281,G6281,,Yes,
Radiation-induced polyneuropathy,G6282,G6282,,Yes,
Other specified polyneuropathies,G6289,G6289,,Yes,
"Polyneuropathy, unspecified",G629,G629,,Yes,
Polyneuropathy in diseases classified elsewhere,G63,G63,,Yes,
Other disorders of peripheral nervous system,G64,G64,,Yes,
Sequelae of Guillain-Barre syndrome,G650,G650,,Yes,
Sequelae of other inflammatory polyneuropathy,G651,G651,,Yes,
Sequelae of toxic polyneuropathy,G652,G652,,Yes,
Myasthenia gravis without (acute) exacerbation,G7000,G7000,,Yes,
Myasthenia gravis with (acute) exacerbation,G7001,G7001,,Yes,
Toxic myoneural disorders,G701,G701,,Yes,
Congenital and developmental myasthenia,G702,G702,,Yes,
"Lambert-Eaton syndrome, unspecified",G7080,G7080,,Yes,
Lambert-Eaton syndrome in disease classified elsewhere,G7081,G7081,,Yes,
Other specified myoneural disorders,G7089,G7089,,Yes,
"Myoneural disorder, unspecified",G709,G709,,Yes,
"Muscular dystrophy, unspecified",G7100,G7100,,Yes,
Duchenne or Becker muscular dystrophy,G7101,G7101,,Yes,
Facioscapulohumeral muscular dystrophy,G7102,G7102,,Yes,
Autosomal dominant limb girdle muscular dystrophy,G71031,G71031,,Yes,
Autosomal recessive limb girdle muscular dystrophy due to calpain-3 dysfunction,G71032,G71032,,Yes,
Limb girdle muscular dystrophy due to dysferlin dysfunction,G71033,G71033,,Yes,
"Limb girdle muscular dystrophy due to sarcoglycan dysfunction, unspecified",G710340,G710340,,Yes,
Limb girdle muscular dystrophy due to alpha sarcoglycan dysfunction,G710341,G710341,,Yes,
Limb girdle muscular dystrophy due to beta sarcoglycan dysfunction,G710342,G710342,,Yes,
Limb girdle muscular dystrophy due to other sarcoglycan dysfunction,G710349,G710349,,Yes,
Limb girdle muscular dystrophy due to anoctamin-5 dysfunction,G71035,G71035,,Yes,
Other limb girdle muscular dystrophy,G71038,G71038,,Yes,
"Limb girdle muscular dystrophy, unspecified",G71039,G71039,,Yes,
Other specified muscular dystrophies,G7109,G7109,,Yes,
Myotonic muscular dystrophy,G7111,G7111,,Yes,
Myotonia congenita,G7112,G7112,,Yes,
Myotonic chondrodystrophy,G7113,G7113,,Yes,
Drug induced myotonia,G7114,G7114,,Yes,
Other specified myotonic disorders,G7119,G7119,,Yes,
"Congenital myopathy, unspecified",G7120,G7120,,Yes,
Nemaline myopathy,G7121,G7121,,Yes,
X-linked myotubular myopathy,G71220,G71220,,Yes,
Other centronuclear myopathy,G71228,G71228,,Yes,
Other congenital myopathy,G7129,G7129,,Yes,
"Mitochondrial myopathy, not elsewhere classified",G713,G713,,Yes,
Other primary disorders of muscles,G718,G718,,Yes,
"Primary disorder of muscle, unspecified",G719,G719,,Yes,
Drug-induced myopathy,G720,G720,,Yes,
Alcoholic myopathy,G721,G721,,Yes,
Myopathy due to other toxic agents,G722,G722,,Yes,
Periodic paralysis,G723,G723,,Yes,
Inclusion body myositis [IBM],G7241,G7241,,Yes,
"Other inflammatory and immune myopathies, not elsewhere classified",G7249,G7249,,Yes,
Critical illness myopathy,G7281,G7281,,Yes,
Other specified myopathies,G7289,G7289,,Yes,
"Myopathy, unspecified",G729,G729,,Yes,
Lambert-Eaton syndrome in neoplastic disease,G731,G731,,Yes,
Myasthenic syndromes in other diseases classified elsewhere,G733,G733,,Yes,
Myopathy in diseases classified elsewhere,G737,G737,,Yes,
Spastic quadriplegic cerebral palsy,G800,G800,,Yes,
Spastic diplegic cerebral palsy,G801,G801,,Yes,
Spastic hemiplegic cerebral palsy,G802,G802,,Yes,
Athetoid cerebral palsy,G803,G803,,Yes,
Ataxic cerebral palsy,G804,G804,,Yes,
Other cerebral palsy,G808,G808,,Yes,
"Cerebral palsy, unspecified",G809,G809,,Yes,
Flaccid hemiplegia affecting unspecified side,G8100,G8100,,Yes,
Flaccid hemiplegia affecting right dominant side,G8101,G8101,,Yes,
Flaccid hemiplegia affecting left dominant side,G8102,G8102,,Yes,
Flaccid hemiplegia affecting right nondominant side,G8103,G8103,,Yes,
Flaccid hemiplegia affecting left nondominant side,G8104,G8104,,Yes,
Spastic hemiplegia affecting unspecified side,G8110,G8110,,Yes,
Spastic hemiplegia affecting right dominant side,G8111,G8111,,Yes,
Spastic hemiplegia affecting left dominant side,G8112,G8112,,Yes,
Spastic hemiplegia affecting right nondominant side,G8113,G8113,,Yes,
Spastic hemiplegia affecting left nondominant side,G8114,G8114,,Yes,
"Hemiplegia, unspecified affecting unspecified side",G8190,G8190,,Yes,
"Hemiplegia, unspecified affecting right dominant side",G8191,G8191,,Yes,
"Hemiplegia, unspecified affecting left dominant side",G8192,G8192,,Yes,
"Hemiplegia, unspecified affecting right nondominant side",G8193,G8193,,Yes,
"Hemiplegia, unspecified affecting left nondominant side",G8194,G8194,,Yes,
"Paraplegia, unspecified",G8220,G8220,,Yes,
"Paraplegia, complete",G8221,G8221,,Yes,
"Paraplegia, incomplete",G8222,G8222,,Yes,
"Quadriplegia, unspecified",G8250,G8250,,Yes,
