Diagnosis Description,Reference Code,Retrieve-Rank,Vanilla GPT-3.5-turbo,Retrieve-Rank Match,Vanilla GPT-3.5 turbo match
"Pressure ulcer of left buttock, unspecified stage",L89329,L89329,,Yes,
"Subluxation of interphalangeal joint of right great toe, subsequent encounter",S93131D,S93131D,,Yes,
"Other chronic osteomyelitis, right thigh",M86651,M86651,,Yes,
"Acute myelomonocytic leukemia, in remission",C9251,C9251,,Yes,
"Unspecified urethral stricture, female",N3592,N3592,,Yes,
"Struck by ice hockey puck, initial encounter",W21220A,W21220A,,Yes,
"Nondisplaced fracture of olecranon process without intraarticular extension of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S52025J,S52025J,,Yes,
Superficial endometriosis of the cecum,N80531,N80531,,Yes,
"Pathological fracture in neoplastic disease, right fibula, initial encounter for fracture",M84563A,M84563A,,Yes,
"Displaced fracture of right radial styloid process, subsequent encounter for closed fracture with routine healing",S52511D,S52511D,,Yes,
"Salter-Harris Type I physeal fracture of lower end of radius, left arm, initial encounter for closed fracture",S59212A,S59212A,,Yes,
"Other infective spondylopathies, multiple sites in spine",M4659,M4659,,Yes,
"Other complications of procedures, not elsewhere classified, sequela",T8189XS,T8189XS,,Yes,
"Kayser-Fleischer ring, left eye",H18042,H18042,,Yes,
"Puncture wound without foreign body of other finger with damage to nail, initial encounter",S61338A,S61238A,,No,
"Erosion of implanted urethral mesh to surrounding organ or tissue, initial encounter",T83712A,T83712A,,Yes,
"External constriction of scrotum and testes, subsequent encounter",S30843D,S30843D,,Yes,
"Toxic reaction to local anesthesia during pregnancy, third trimester",O293X3,O293X3,,Yes,
"Corrosion of second degree of unspecified ankle and foot, subsequent encounter",T25699D,T25699D,,Yes,
"Burns of other specified parts of right eye and adnexa, sequela",T2631XS,T2631XS,,Yes,
Ulcerative (chronic) rectosigmoiditis with intestinal obstruction,K51312,K51312,,Yes,
"Displacement of implanted testicular prosthesis, sequela",T83421S,T83421S,,Yes,
"Laceration with foreign body of unspecified breast, sequela",S21029S,S21029S,,Yes,
"Nondisplaced fracture of olecranon process without intraarticular extension of right ulna, subsequent encounter for closed fracture with routine healing",S52024D,S52024D,,Yes,
"Nondisplaced fracture of proximal phalanx of unspecified finger, sequela",S62649S,S62649S,,Yes,
"Unspecified fracture of right lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S8291XJ,S8291XJ,,Yes,
"Continuing pregnancy after intrauterine death of one fetus or more, second trimester, fetus 5",O3122X5,O3122X5,,Yes,
"Displaced fracture of shaft of other metacarpal bone, subsequent encounter for fracture with routine healing",S62328D,S62328D,,Yes,
"Toxic effect of cadmium and its compounds, assault, initial encounter",T563X3A,T563X3A,,Yes,
"Other specified injury of femoral artery, left leg, sequela",S75092S,S75092S,,Yes,
"Toxic effect of chloroform, undetermined, subsequent encounter",T531X4D,T531X4D,,Yes,
"Drowning and submersion due to fall off water-skis, sequela",V9207XS,V9207XS,,Yes,
"Frostbite with tissue necrosis of right hand, initial encounter",T34521A,T34521A,,Yes,
"Laceration without foreign body of left little finger with damage to nail, subsequent encounter",S61317D,S61217D,,No,
"Person on outside of military vehicle injured in traffic accident, initial encounter",V8624XA,V8624XA,,Yes,
Carbuncle of right axilla,L02431,L02431,,Yes,
"Juvenile osteochondrosis of tibia tubercle, right leg",M92521,M92521,,Yes,
Diaphragmatic hernia with gangrene,K441,K441,,Yes,
Family history of diabetes mellitus,Z833,Z833,,Yes,
"Struck by falling object on passenger ship, subsequent encounter",V9341XD,V9341XD,,Yes,
"Unspecified injury of flexor muscle, fascia and tendon of right index finger at wrist and hand level, sequela",S66100S,S66100S,,Yes,
"Toxic effect of carbon tetrachloride, undetermined, subsequent encounter",T530X4D,T530X4D,,Yes,
"Gout due to renal impairment, unspecified wrist",M10339,M10339,,Yes,
"Rupture of synovium, unspecified shoulder",M66119,M66119,,Yes,
"Underdosing of other bacterial vaccines, initial encounter",T50A96A,T50A96A,,Yes,
"Nondisplaced spiral fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with malunion",S52346Q,S52346Q,,Yes,
"Nondisplaced unspecified fracture of unspecified great toe, subsequent encounter for fracture with routine healing",S92406D,S92406D,,Yes,
Other disorders of urea cycle metabolism,E7229,E7229,,Yes,
"Pathological fracture, left toe(s), subsequent encounter for fracture with routine healing",M84478D,M84478D,,Yes,
"Forced landing of other private fixed-wing aircraft injuring occupant, sequela",V9522XS,V9522XS,,Yes,
"Asphyxiation due to being trapped in bed linens, intentional self-harm, subsequent encounter",T71132D,T71132D,,Yes,
"Unspecified injury of femoral vein at hip and thigh level, right leg, subsequent encounter",S75101D,S75101D,,Yes,
"Unspecified glider (nonpowered) accident injuring occupant, sequela",V9620XS,V9620XS,,Yes,
"Displaced fracture of neck of unspecified metacarpal bone, initial encounter for closed fracture",S62339A,S62339A,,Yes,
"Puncture wound without foreign body of left hand, initial encounter",S61432A,S61432A,,Yes,
"Glaucomatous flecks (subcapsular), right eye",H26231,H26231,,Yes,
"Infection and inflammatory reaction due to other internal orthopedic prosthetic devices, implants and grafts, subsequent encounter",T847XXD,T847XXD,,Yes,
"Unspecified physeal fracture of upper end of humerus, left arm, initial encounter for closed fracture",S49002A,S49002A,,Yes,
Drug or chemical induced diabetes mellitus with ketoacidosis with coma,E0911,E0911,,Yes,
"Poisoning by diagnostic agents, accidental (unintentional), initial encounter",T508X1A,T508X1A,,Yes,
"Unspecified injury of intrinsic muscle, fascia and tendon of left thumb at wrist and hand level, sequela",S66402S,S66402S,,Yes,
"Laceration without foreign body of lip, sequela",S01511S,S01511S,,Yes,
"Corrosion of first degree of multiple right fingers (nail), not including thumb, subsequent encounter",T23531D,T23531D,,Yes,
"Radial collateral ligament sprain of left elbow, sequela",S53432S,S53432S,,Yes,
"Insect bite (nonvenomous) of unspecified elbow, subsequent encounter",S50369D,S50369D,,Yes,
"Fall into swimming pool striking wall causing drowning and submersion, subsequent encounter",W16031D,W16031D,,Yes,
"Food entering into or through a natural orifice, initial encounter",W44F3XA,W44F3XA,,Yes,
"Pathological fracture, right shoulder, subsequent encounter for fracture with malunion",M84411P,M84411P,,Yes,
"Maternal care for compound presentation, fetus 3",O326XX3,O326XX3,,Yes,
"Poisoning by antidotes and chelating agents, assault, sequela",T506X3S,T506X3S,,Yes,
Polyneuropathy in diseases classified elsewhere,G63,G63,,Yes,
Unspecified nephritic syndrome with diffuse crescentic glomerulonephritis,N057,N057,,Yes,
"Anterior subluxation of proximal end of tibia, left knee, subsequent encounter",S83112D,S83112D,,Yes,
"Toxic effect of hydrogen sulfide, accidental (unintentional), sequela",T596X1S,T596X1S,,Yes,
"Other deformities of toe(s) (acquired), right foot",M205X1,M205X1,,Yes,
"Rh incompatibility with delayed hemolytic transfusion reaction, initial encounter",T80411A,T80411A,,Yes,
"Posterior subluxation of unspecified sternoclavicular joint, initial encounter",S43223A,S43223A,,Yes,
"Unspecified injury of unspecified muscles, fascia and tendons at forearm level, unspecified arm, initial encounter",S56909A,S56901A,,No,
"Stenosis of peripheral vascular stent, sequela",T82856S,T82856S,,Yes,
"Posterior subcapsular polar infantile and juvenile cataract, left eye",H26052,H26052,,Yes,
"Displaced dome fracture of unspecified talus, initial encounter for open fracture",S92143B,S92143B,,Yes,
"Cannabis use, unspecified with intoxication with perceptual disturbance",F12922,F12922,,Yes,
"Arthropathy following intestinal bypass, right ankle and foot",M02071,M02071,,Yes,
"Dementia in other diseases classified elsewhere, moderate, without behavioral disturbance, psychotic disturbance, mood disturbance, and anxiety",F02B0,F02B0,,Yes,
"Other hypertrophic osteoarthropathy, unspecified hand",M89449,M89449,,Yes,
Viral hepatitis complicating the puerperium,O9843,O9843,,Yes,
"Localized swelling, mass and lump, unspecified upper limb",R2230,R2230,,Yes,
"Military operations involving combat using blunt or piercing object, civilian, sequela",Y37451S,Y37451S,,Yes,
"Complete traumatic amputation of left forearm, level unspecified, subsequent encounter",S58912D,S58912D,,Yes,
Type 2 diabetes mellitus with ketoacidosis without coma,E1110,E1110,,Yes,
"Displaced fracture of left tibial tuberosity, subsequent encounter for open fracture type I or II with routine healing",S82152E,S82152E,,Yes,
Tuberculous neuritis,A1783,A1783,,Yes,
Other psychoactive substance dependence with psychoactive substance-induced persisting dementia,F1927,F1927,,Yes,
"Unspecified occupant of heavy transport vehicle injured in collision with pedestrian or animal in nontraffic accident, subsequent encounter",V603XXD,V603XXD,,Yes,
Perforation of esophagus,K223,K223,,Yes,
"Nondisplaced spiral fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S72345N,S72345N,,Yes,
"Displaced transverse fracture of shaft of left ulna, sequela",S52222S,S52222S,,Yes,
"Sinus barotrauma, subsequent encounter",T701XXD,T701XXD,,Yes,
"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82465R,S82465N,,No,
"Other specific arthropathies, not elsewhere classified, left hip",M12852,M12852,,Yes,
"Traumatic cerebral edema with loss of consciousness of 31 minutes to 59 minutes, initial encounter",S061X2A,S061X2A,,Yes,
Minimal atrophy of maxilla,K0824,K0824,,Yes,
"Other instability, unspecified joint",M2530,M2530,,Yes,
"Fracture of unspecified part of unspecified clavicle, subsequent encounter for fracture with malunion",S42009P,S42009P,,Yes,
"Unspecified occupant of heavy transport vehicle injured in collision with fixed or stationary object in traffic accident, sequela",V679XXS,V679XXS,,Yes,
"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing",S82466H,S82466H,,Yes,
"Laceration without foreign body of vocal cord, sequela",S11031S,S11031S,,Yes,
"Nondisplaced dome fracture of left acetabulum, subsequent encounter for fracture with delayed healing",S32485G,S32485G,,Yes,
"Unspecified injury of muscle, fascia and tendon of triceps, right arm, sequela",S46301S,S46301S,,Yes,
"Juvenile idiopathic scoliosis, thoracolumbar region",M41115,M41115,,Yes,
"Other physeal fracture of lower end of left femur, sequela",S79192S,S79192S,,Yes,
"Major laceration of unspecified vertebral artery, sequela",S15129S,S15129S,,Yes,
"Fracture of unspecified part of unspecified clavicle, subsequent encounter for fracture with delayed healing",S42009G,S42009G,,Yes,
"Decreased fetal movements, unspecified trimester, fetus 5",O368195,O368195,,Yes,
"Legal intervention involving unspecified explosives, unspecified person injured, initial encounter",Y35109A,Y35109A,,Yes,
"Pedal cycle driver injured in collision with pedestrian or animal in nontraffic accident, sequela",V100XXS,V100XXS,,Yes,
"Medial dislocation of proximal end of tibia, right knee, sequela",S83134S,S83134S,,Yes,
"Person boarding or alighting a three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus, subsequent encounter",V344XXD,V344XXD,,Yes,
"Unspecified open wound of unspecified lesser toe(s) with damage to nail, sequela",S91206S,S91206S,,Yes,
"Laceration with foreign body of unspecified back wall of thorax without penetration into thoracic cavity, subsequent encounter",S21229D,S21229D,,Yes,
"Strain of intrinsic muscle, fascia and tendon of right ring finger at wrist and hand level, initial encounter",S66514A,S66514A,,Yes,
"Unstable burst fracture of first thoracic vertebra, subsequent encounter for fracture with nonunion",S22012K,S22012K,,Yes,
"Drug-induced interstitial lung disorders, unspecified",J704,J704,,Yes,
Other specified congenital malformations of skull and face bones,Q758,Q758,,Yes,
"Nondisplaced segmental fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S52266N,S52266R,,No,
"Burn of third degree of multiple right fingers (nail), not including thumb, sequela",T23331S,T23331S,,Yes,
"Pathological fracture in other disease, right fibula, sequela",M84663S,M84663S,,Yes,
"Puncture wound with foreign body of right hand, sequela",S61441S,S61441S,,Yes,
"Klinefelter syndrome, unspecified",Q984,Q984,,Yes,
"Frostbite with tissue necrosis of nose, subsequent encounter",T3402XD,T3402XD,,Yes,
"Poisoning by hemostatic drug, assault, sequela",T45623S,T45623S,,Yes,
"Burn of second degree of multiple sites of unspecified wrist and hand, subsequent encounter",T23299D,T23299D,,Yes,
"Panophthalmitis (acute), right eye",H44011,H44011,,Yes,
"Unspecified enophthalmos, right eye",H05401,H05401,,Yes,
"Unspecified physeal fracture of lower end of unspecified tibia, subsequent encounter for fracture with routine healing",S89109D,S89109D,,Yes,
Other specified conduction disorders,I4589,I4589,,Yes,
"Insect bite (nonvenomous) of unspecified forearm, sequela",S50869S,S50869S,,Yes,
Neoplasm of uncertain behavior of skin,D485,D485,,Yes,
"Strain of muscle, fascia and tendon of lower back, sequela",S39012S,S39012S,,Yes,
"Unspecified injury of extensor muscle, fascia and tendon of right little finger at wrist and hand level, initial encounter",S66306A,S66306A,,Yes,
Dacryolith of unspecified lacrimal passage,H04519,H04519,,Yes,
"Other superficial bite of left middle finger, subsequent encounter",S60473D,S60473D,,Yes,
"Nondisplaced fracture of posterior process of left talus, subsequent encounter for fracture with malunion",S92135P,S92135P,,Yes,
"Disorder of parathyroid gland, unspecified",E215,E215,,Yes,
"Superficial foreign body of unspecified external genital organs, male, sequela",S30855S,S30855S,,Yes,
"Nondisplaced fracture of anterior process of unspecified calcaneus, sequela",S92026S,S92026S,,Yes,
"Chronic kidney disease, unspecified",N189,N189,,Yes,
Benign neoplasm of connective and other soft tissue of pelvis,D215,D215,,Yes,
Other Cushing's syndrome,E248,E248,,Yes,
"Malar fracture, right side, initial encounter for open fracture",S0240AB,S0240AB,,Yes,
"Other fracture of shaft of unspecified femur, initial encounter for open fracture type I or II",S72399B,S72399B,,Yes,
"Unspecified open wound of abdominal wall, left upper quadrant with penetration into peritoneal cavity, sequela",S31601S,S31601S,,Yes,
"Acute erythroid leukemia, in relapse",C9402,C9402,,Yes,
"Unspecified fracture of right patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S82001N,S82001N,,Yes,
"Unspecified electric (assisted) bicycle rider injured in collision with heavy transport vehicle or bus in nontraffic accident, sequela",V2421XS,V2421XS,,Yes,
"Strain of other muscles, fascia and tendons at forearm level, left arm, sequela",S56812S,S56812S,,Yes,
"Contusion of left elbow, sequela",S5002XS,S5002XS,,Yes,
"Puncture wound with foreign body of thyroid gland, initial encounter",S1114XA,S1114XA,,Yes,
"Salter-Harris Type II physeal fracture of phalanx of left toe, sequela",S99222S,S99222S,,Yes,
"Complete transverse atypical femoral fracture, right leg, subsequent encounter for fracture with malunion",M84754P,M84754P,,Yes,
"Contact with unspecified sharp object(s), initial encounter",W269XXA,W269XXA,,Yes,
"Unspecified primary angle-closure glaucoma, mild stage",H4020X1,H4020X1,,Yes,
"Otitic barotrauma, sequela",T700XXS,T700XXS,,Yes,
"Sprain of jaw, right side, subsequent encounter",S0341XD,S0341XD,,Yes,
"Pathological fracture, left femur, sequela",M84452S,M84452S,,Yes,
"Tuberculosis complicating pregnancy, second trimester",O98012,O98012,,Yes,
"Stiffness of unspecified elbow, not elsewhere classified",M25629,M25629,,Yes,
"Foreign body in left ear, initial encounter",T162XXA,T162XXA,,Yes,
"Nondisplaced fracture of distal phalanx of unspecified thumb, initial encounter for open fracture",S62526B,S62526B,,Yes,
"Nondisplaced fracture of distal phalanx of unspecified great toe, sequela",S92426S,S92426S,,Yes,
"Other fracture of lower end of right femur, subsequent encounter for closed fracture with nonunion",S72491K,S72491K,,Yes,
"Injury of optic nerve, right eye, initial encounter",S04011A,S04011A,,Yes,
Hemiplegia and hemiparesis following other cerebrovascular disease affecting right dominant side,I69851,I69851,,Yes,
"Unspecified sprain of left ring finger, initial encounter",S63615A,S63615A,,Yes,
"Strain of unspecified Achilles tendon, sequela",S86019S,S86019S,,Yes,
"Mantle cell lymphoma, lymph nodes of axilla and upper limb",C8314,C8314,,Yes,
"Laceration without foreign body of left ring finger with damage to nail, subsequent encounter",S61315D,S61215D,,No,
"Subluxation of symphysis (pubis) in pregnancy, first trimester",O26711,O26711,,Yes,
"Idiopathic gout, unspecified ankle and foot",M10079,M10079,,Yes,
"Laceration of other part of small intestine, sequela",S36438S,S36438S,,Yes,
"Nondisplaced segmental fracture of shaft of ulna, right arm, subsequent encounter for open fracture type I or II with delayed healing",S52264H,S52264H,,Yes,
"Other specified injury of blood vessel of unspecified finger, sequela",S65599S,S65599S,,Yes,
"Fall from, out of or through building, not otherwise specified, initial encounter",W139XXA,W139XXA,,Yes,
"Displaced fracture of base of unspecified metacarpal bone, subsequent encounter for fracture with delayed healing",S62319G,S62319G,,Yes,
"Nondisplaced unspecified condyle fracture of lower end of left femur, subsequent encounter for open fracture type I or II with malunion",S72415Q,S72415Q,,Yes,
"Acute eczematoid otitis externa, right ear",H60541,H60541,,Yes,
"Stiffness of right shoulder, not elsewhere classified",M25611,M25611,,Yes,
"Injury of sciatic nerve at hip and thigh level, unspecified leg, subsequent encounter",S7400XD,S7400XD,,Yes,
"Other superficial bite of unspecified elbow, sequela",S50379S,S50379S,,Yes,
"Other osteoporosis with current pathological fracture, unspecified lower leg, sequela",M80869S,M80869S,,Yes,
"Subluxation of metacarpophalangeal joint of left index finger, subsequent encounter",S63211D,S63211D,,Yes,
"Car driver injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela",V425XXS,V425XXS,,Yes,
"Subluxation of interphalangeal joint of right great toe, initial encounter",S93131A,S93131A,,Yes,
Herpesviral encephalitis,B004,B004,,Yes,
"Injury of other nerves at lower leg level, unspecified leg, initial encounter",S84809A,S84809A,,Yes,
"Other displaced fracture of base of first metacarpal bone, unspecified hand, sequela",S62233S,S62233S,,Yes,
"Ocular laceration without prolapse or loss of intraocular tissue, left eye, sequela",S0532XS,S0532XS,,Yes,
"Other injury of sigmoid colon, subsequent encounter",S36593D,S36593D,,Yes,
Non-pressure chronic ulcer of unspecified calf with other specified severity,L97208,L97208,,Yes,
Lambert-Eaton syndrome in disease classified elsewhere,G7081,G7081,,Yes,
"Nondisplaced fracture of posterior process of right talus, initial encounter for open fracture",S92134B,S92134B,,Yes,
"Monteggia's fracture of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S52272J,S52272J,,Yes,
"Inferior subluxation of right humerus, initial encounter",S43031A,S43031A,,Yes,
"Dislocation of metacarpophalangeal joint of unspecified finger, subsequent encounter",S63269D,S63269D,,Yes,
"Unspecified fracture of right femur, subsequent encounter for closed fracture with routine healing",S7291XD,S7291XD,,Yes,
"Underdosing of keratolytics, keratoplastics, and other hair treatment drugs and preparations, sequela",T494X6S,T494X6S,,Yes,
"Other specific joint derangements of left wrist, not elsewhere classified",M24832,M24832,,Yes,
Non-pressure chronic ulcer of right ankle with other specified severity,L97318,L97318,,Yes,
"Hypersecretion glaucoma, bilateral",H40823,H40823,,Yes,
"Toxic effect of nitrogen oxides, undetermined, initial encounter",T590X4A,T590X4A,,Yes,
"Other physeal fracture of lower end of radius, unspecified arm, sequela",S59299S,S59299S,,Yes,
"Displaced fracture of unspecified tibial spine, initial encounter for open fracture type I or II",S82113B,S82113B,,Yes,
"Unspecified sprain of right little finger, subsequent encounter",S63616D,S63616D,,Yes,
"Nondisplaced segmental fracture of shaft of ulna, right arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S52264N,S52264N,,Yes,
"Toxic effect of other specified inorganic substances, undetermined, sequela",T578X4S,T578X4S,,Yes,
"Corrosion of unspecified degree of multiple sites of left shoulder and upper limb, except wrist and hand, subsequent encounter",T22492D,T22492D,,Yes,
"Laceration without foreign body of right eyelid and periocular area, subsequent encounter",S01111D,S01111D,,Yes,
"Nondisplaced fracture of lateral condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S72426J,S72426N,,No,
"Pathological fracture in other disease, unspecified ulna and radius, initial encounter for fracture",M84639A,M84639A,,Yes,
Juvenile general paresis,A5045,A5045,,Yes,
Unspecified mental disorder due to known physiological condition,F09,F09,,Yes,
"Other mucopurulent conjunctivitis, bilateral",H10023,H10023,,Yes,
"Other injury of other muscle(s) and tendon(s) at lower leg level, left leg, subsequent encounter",S86892D,S86892D,,Yes,
"Supervision of high risk pregnancy due to social problems, third trimester",O0973,O0973,,Yes,
"Displaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with nonunion",S72452M,S72452M,,Yes,
"Fall due to uncontrolled fire, not in building or structure, sequela",X013XXS,X013XXS,,Yes,
"Maternal care for other rhesus isoimmunization, first trimester, fetus 4",O360914,O360914,,Yes,
"Lacrimal cyst, bilateral lacrimal glands",H04133,H04133,,Yes,
"Abnormal microbiological findings in specimens from other organs, systems and tissues",R895,R895,,Yes,
"Acute panmyelosis with myelofibrosis, in remission",C9441,C9441,,Yes,
"Sprain of lateral collateral ligament of right knee, initial encounter",S83421A,S83421A,,Yes,
"Person injured while boarding or alighting from railway train or railway vehicle, initial encounter",V814XXA,V814XXA,,Yes,
"Nondisplaced fracture of lateral condyle of right tibia, subsequent encounter for open fracture type I or II with malunion",S82124Q,S82124Q,,Yes,
Annular pancreas,Q451,Q451,,Yes,
"Secondary osteoarthritis, left hand",M19242,M19242,,Yes,
Type 2 diabetes mellitus with unspecified complications,E118,E118,,Yes,
"Other secondary osteonecrosis, unspecified bone",M8730,M8730,,Yes,
Other forms of coccidioidomycosis,B3889,B3889,,Yes,
"Underdosing of other nonopioid analgesics and antipyretics, not elsewhere classified, initial encounter",T398X6A,T398X6A,,Yes,
Desmoid tumor of back,D48117,D48117,,Yes,
"Nursemaid's elbow, right elbow, sequela",S53031S,S53031S,,Yes,
"Injury of left uterine vein, initial encounter",S35535A,S35535A,,Yes,
"Pedal cycle passenger injured in collision with fixed or stationary object in nontraffic accident, initial encounter",V171XXA,V171XXA,,Yes,
"Person boarding or alighting a pick-up truck or van injured in collision with fixed or stationary object, subsequent encounter",V574XXD,V574XXD,,Yes,
"Injury to rider of (inflatable) recreational watercraft being pulled behind other watercraft, subsequent encounter",V9431XD,V9431XD,,Yes,
"Other secondary chronic gout, unspecified knee, with tophus (tophi)",M1A4691,M1A4691,,Yes,
"Salter-Harris Type I physeal fracture of phalanx of left toe, subsequent encounter for fracture with malunion",S99212P,S99212P,,Yes,
"Pedestrian on other standing micro-mobility pedestrian conveyance injured in collision with other nonmotor vehicle in traffic accident, subsequent encounter",V06138D,V06138D,,Yes,
"Struck by falling object on passenger ship, sequela",V9341XS,V9341XS,,Yes,
"Burn of second degree of chin, sequela",T2023XS,T2023XS,,Yes,
"Nondisplaced supracondylar fracture with intracondylar extension of lower end of left femur, subsequent encounter for open fracture type I or II with routine healing",S72465E,S72465M,,No,
"Open bite of other part of head, subsequent encounter",S0185XD,S0185XD,,Yes,
"Feeding difficulties, unspecified",R6330,R6330,,Yes,
"Abrasion of left hand, sequela",S60512S,S60512S,,Yes,
"Primary open-angle glaucoma, bilateral, severe stage",H401133,H401133,,Yes,
"Breakdown (mechanical) of nephrostomy catheter, subsequent encounter",T83012D,T83012D,,Yes,
"Person boarding or alighting other motorcycle injured in collision with two- or three-wheeled motor vehicle, subsequent encounter",V2239XD,V2239XD,,Yes,
"Partial traumatic metacarpophalangeal amputation of right ring finger, sequela",S68124S,S68124S,,Yes,
"Open bite of unspecified lesser toe(s) without damage to nail, initial encounter",S91156A,S91156A,,Yes,
Cerebral infarction due to unspecified occlusion or stenosis of bilateral vertebral arteries,I63213,I63213,,Yes,
"Displaced fracture of olecranon process with intraarticular extension of left ulna, initial encounter for open fracture type I or II",S52032B,S52032B,,Yes,
"Nondisplaced fracture of base of neck of left femur, subsequent encounter for open fracture type I or II with routine healing",S72045E,S72045E,,Yes,
"Unspecified physeal fracture of upper end of right femur, sequela",S79001S,S79001S,,Yes,
Other psychoactive substance dependence with psychoactive substance-induced psychotic disorder with delusions,F19250,F19250,,Yes,
"Nondisplaced fracture of lateral malleolus of left fibula, sequela",S8265XS,S8265XS,,Yes,
"Displaced oblique fracture of shaft of unspecified tibia, initial encounter for open fracture type I or II",S82233B,S82233B,,Yes,
"Strain of adductor muscle, fascia and tendon of left thigh, sequela",S76212S,S76212S,,Yes,
"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, fetus 3",O368323,O368323,,Yes,
"Adverse effect of unspecified hormone antagonists, subsequent encounter",T38905D,T38905D,,Yes,
"Other atherosclerosis of nonautologous biological bypass graft(s) of the extremities, other extremity",I70598,I70598,,Yes,
"Maternal care for other rhesus isoimmunization, third trimester, not applicable or unspecified",O360930,O360930,,Yes,
Localized edema,R600,R600,,Yes,
"Other myositis, right upper arm",M60821,M60821,,Yes,
"Toxic effect of formaldehyde, intentional self-harm, initial encounter",T592X2A,T592X2A,,Yes,
"Burns of other specified parts of left eye and adnexa, subsequent encounter",T2632XD,T2632XD,,Yes,
"Other fracture of upper end of right radius, subsequent encounter for closed fracture with delayed healing",S52181G,S52181G,,Yes,
"Other injury of muscle, fascia and tendon of abdomen, initial encounter",S39091A,S39091A,,Yes,
"Regular astigmatism, right eye",H52221,H52221,,Yes,
"Fracture of one rib, right side, sequela",S2231XS,S2231XS,,Yes,
Atherosclerosis of native arteries of left leg with ulceration of heel and midfoot,I70244,I70244,,Yes,
"Corrosion of first degree of left thumb (nail), sequela",T23512S,T23512S,,Yes,
"Displaced fracture (avulsion) of lateral epicondyle of unspecified humerus, initial encounter for open fracture",S42433B,S42433B,,Yes,
"Other mechanical complication of other prosthetic devices, implants and grafts of genital tract, sequela",T83498S,T83498S,,Yes,
"Maternal care for other (suspected) fetal abnormality and damage, fetal upper extremities anomalies, other fetus",O35GXX9,O35GXX9,,Yes,
Other specified diabetes mellitus with diabetic mononeuropathy,E1341,E1341,,Yes,
"Displaced spiral fracture of shaft of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",S72342C,S72342C,,Yes,
"Pedal cycle passenger injured in collision with railway train or railway vehicle in traffic accident, subsequent encounter",V155XXD,V155XXD,,Yes,
"Person on outside of heavy transport vehicle injured in collision with fixed or stationary object in traffic accident, initial encounter",V677XXA,V677XXA,,Yes,
"Displaced apophyseal fracture of left femur, subsequent encounter for closed fracture with malunion",S72132P,S72132P,,Yes,
"Displaced osteochondral fracture of left patella, initial encounter for open fracture type IIIA, IIIB, or IIIC",S82012C,S82012C,,Yes,
"Nondisplaced longitudinal fracture of left patella, subsequent encounter for closed fracture with routine healing",S82025D,S82025D,,Yes,
"Deprivation amblyopia, right eye",H53011,H53011,,Yes,
"Nondisplaced fracture of proximal third of navicular [scaphoid] bone of left wrist, subsequent encounter for fracture with malunion",S62035P,S62035K,,No,
"Other specified congenital malformation syndromes, not elsewhere classified",Q8789,Q8789,,Yes,
"Toxic effect of contact with stingray, assault, initial encounter",T63513A,T63513A,,Yes,
Zoster encephalitis,B020,B020,,Yes,
"Nondisplaced simple supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with delayed healing",S42415G,S42415G,,Yes,
Disinhibited attachment disorder of childhood,F942,F942,,Yes,
"Military operations involving gasoline bomb, military personnel, initial encounter",Y37310A,Y37310A,,Yes,
"Corrosion of third degree of left upper arm, subsequent encounter",T22732D,T22732D,,Yes,
"Person boarding or alighting a pick-up truck or van injured in collision with heavy transport vehicle or bus, sequela",V544XXS,V544XXS,,Yes,
Irritant contact dermatitis due to food in contact with skin,L246,L246,,Yes,
"Other superficial bite of right ear, subsequent encounter",S00471D,S00471D,,Yes,
"Other injury of intrinsic muscle, fascia and tendon of right ring finger at wrist and hand level, sequela",S66594S,S66594S,,Yes,
"Strain of flexor muscle, fascia and tendon of left little finger at wrist and hand level, sequela",S66117S,S66117S,,Yes,
"Other specified joint disorders, right shoulder",M25811,M25811,,Yes,
Torsion of appendix epididymis,N4404,N4404,,Yes,
"Complete traumatic transphalangeal amputation of right little finger, initial encounter",S68616A,S68616A,,Yes,
Infection associated with artificial insemination,N980,N980,,Yes,
